geneInfo,gene,Chr,Start,Stop,pvalsDup,FoldChange,Mouse.EntrezGene.ID,Human.Chr,Human.EntrezGene.ID,Human.Symbol
Tmem8/chr17:26113315-26123253,Tmem8,chr17,26113315,26123253,0.021013475,1.100767982,60455,16p13.3,58986,TMEM8A
Lfng/chr5:140607340-140615545,Lfng,chr5,140607340,140615545,0.0210774,1.287533279,16848,7p22.2,3955,LFNG
Klf13/chr7:63886350-63938915,Klf13,chr7,63886350,63938915,0.021078065,1.224255317,50794,15q12,51621,KLF13
4930506M07Rik/chr19:58973357-59076069,4930506M07Rik,chr19,58973357,59076069,0.021078874,0.920576294,71653,10q25.3,57698,KIAA1598
Adipor2/chr6:119353149-119417483,Adipor2,chr6,119353149,119417483,0.021172319,1.148393238,68465,12p13.31,79602,ADIPOR2
Phf6/chrX:52912265-52956943,Phf6,chrX,52912265,52956943,0.021233487,0.923159797,70998,Xq26.3,84295,PHF6
Dguok/chr6:83480213-83506969,Dguok,chr6,83480213,83506969,0.021266965,1.229758812,27369,2p13,1716,DGUOK
Fam53b/chr7:132712083-132813196,Fam53b,chr7,132712083,132813196,0.021293906,1.299740917,77938,10q26.13,9679,FAM53B
Mib2/chr4:155654469-155669254,Mib2,chr4,155654469,155669254,0.021409884,1.111345185,76580,1p36.33,142678,MIB2
Fadd/chr7:144578322-144582436,Fadd,chr7,144578322,144582436,0.021446498,1.169830109,14082,11q13.3,8772,FADD
E330016A19Rik/chr9:78430517-78443147,E330016A19Rik,chr9,78430517,78443147,0.021452899,0.629856511,NA,NA,NA,NA
Kif17/chr4:138262250-138301973,Kif17,chr4,138262250,138301973,0.021487602,1.098954224,16559,1p36.12,57576,KIF17
Syt17/chr7:118381855-118443552,Syt17,chr7,118381855,118443552,0.02150094,0.874982529,110058,16p12.3,51760,SYT17
Gucy2e/chr11:69218116-69237022,Gucy2e,chr11,69218116,69237022,0.021518706,1.235355651,14919,17p13.1,3000,GUCY2D
Klhdc4/chr8:121796307-121829569,Klhdc4,chr8,121796307,121829569,0.021520928,1.120225637,234825,16q24.3,54758,KLHDC4
Fbxl19/chr7:127746774-127768928,Fbxl19,chr7,127746774,127768928,0.021545735,1.109876981,233902,16p11.2,54620,FBXL19
Ubxn11/chr4:134102582-134126780,Ubxn11,chr4,134102582,134126780,0.021576041,1.179793139,67586,1p36.11,91544,UBXN11
Mtap9/chr3:82358071-82395268,Mtap9,chr3,82358071,82395268,0.021616884,0.911329764,NA,NA,NA,NA
Lrrn3/chr12:41451667-41485751,Lrrn3,chr12,41451667,41485751,0.021634707,0.880144134,16981,7q31.1,54674,LRRN3
Hsd17b10/chrX:152001895-152004442,Hsd17b10,chrX,152001895,152004442,0.021663381,0.889700761,15108,Xp11.2,3028,HSD17B10
Apex2/chrX:150571506-150588149,Apex2,chrX,150571506,150588149,0.021664793,0.855340244,77622,Xp11.21,27301,APEX2
Nfkb1/chr3:135584654-135691547,Nfkb1,chr3,135584654,135691547,0.02169869,0.926973916,18033,4q24,4790,NFKB1
Fbxl6/chr15:76535727-76538746,Fbxl6,chr15,76535727,76538746,0.021709986,1.120181802,30840,8q24.3,26233,FBXL6
1700101I11Rik/chr6:129532183-129533284,1700101I11Rik,chr6,129532183,129533284,0.02172202,1.265396796,NA,NA,NA,NA
4930473A06Rik/chr4:83525544-83864670,4930473A06Rik,chr4,83525544,83864670,0.021805628,0.600446027,NA,NA,NA,NA
Fam155a/chr8:9206009-9771023,Fam155a,chr8,9206009,9771023,0.02181884,1.097919096,270028,13q33.3,728215,FAM155A
Scpep1/chr11:88924019-88955442,Scpep1,chr11,88924019,88955442,0.021822645,0.863867459,74617,17q22,59342,SCPEP1
Ranbp2/chr10:58446851-58494154,Ranbp2,chr10,58446851,58494154,0.021823918,0.902968432,19386,2q12.3,5903,RANBP2
Senp6/chr9:80066902-80144780,Senp6,chr9,80066902,80144780,0.021824475,0.921378699,215351,6q13-q14.3,26054,SENP6
Mafb/chr2:160363676-160367065,Mafb,chr2,160363676,160367065,0.021829923,1.146077647,16658,20q11.2-q13.1,9935,MAFB
Ninl/chr2:150934518-151009398,Ninl,chr2,150934518,151009398,0.02194444,1.191715902,78177,20p11.22-p11.1,22981,NINL
Ficd/chr5:113735781-113740607,Ficd,chr5,113735781,113740607,0.021957344,1.070812656,231630,12q24.1,11153,FICD
Ankhd1/chr18:36560602-36658908,Ankhd1,chr18,36560602,36658908,0.021999016,0.893314717,108857,5q31.3,54882,ANKHD1
Sh2b1/chr7:126466993-126475130,Sh2b1,chr7,126466993,126475130,0.022119406,1.089729559,20399,16p11.2,25970,SH2B1
Clgn/chr8:83389890-83426829,Clgn,chr8,83389890,83426829,0.022143253,0.865225688,12745,4q28.3-q31.1,1047,CLGN
Prdm16/chr4:154316124-154636873,Prdm16,chr4,154316124,154636873,0.022170586,1.170056285,70673,1p36.23-p33,63976,PRDM16
Plekhg5/chr4:152096718-152115400,Plekhg5,chr4,152096718,152115400,0.022179003,1.16489124,269608,1p36.31,57449,PLEKHG5
Ctbp1/chr5:33247722-33275004,Ctbp1,chr5,33247722,33275004,0.022183617,1.068625586,13016,4p16,1487,CTBP1
Efcab2/chr1:178405880-178483249,Efcab2,chr1,178405880,178483249,0.022335242,0.896464703,68226,1q44,84288,EFCAB2
Wdr17/chr8:54629615-54724368,Wdr17,chr8,54629615,54724368,0.022364466,0.901119923,244484,4q34,116966,WDR17
Eif4g3/chr4:137993455-138207079,Eif4g3,chr4,137993455,138207079,0.022368939,0.947005537,230861,1p36.12,8672,EIF4G3
2310047M10Rik/chr11:69059774-69061576,2310047M10Rik,chr11,69059774,69061576,0.022427984,1.167291341,71923,17p13.1,54785,C17orf59
Bre/chr5:31698049-32084739,Bre,chr5,31698049,32084739,0.022435563,0.895952771,107976,2p23.2,9577,BRE
Asna1/chr8:85017930-85025278,Asna1,chr8,85017930,85025278,0.022470584,0.941194666,56495,19q13.3,439,ASNA1
Cd52/chr4:134093537-134095073,Cd52,chr4,134093537,134095073,0.022491919,0.615444344,23833,1p36,1043,CD52
Cep170/chr1:176733652-176807124,Cep170,chr1,176733652,176807124,0.022531317,0.929565681,545389,1q44,9859,CEP170
Cobra1/chr2:25199711-25211489,Cobra1,chr2,25199711,25211489,0.022710667,1.086773819,NA,NA,NA,NA
Cbll1/chr12:31484828-31499616,Cbll1,chr12,31484828,31499616,0.022733306,0.910401213,104836,7q22.3,79872,CBLL1
Ero1l/chr14:45283086-45318572,Ero1l,chr14,45283086,45318572,0.022766576,0.898520002,50527,14q22.1,30001,ERO1L
Dstyk/chr1:132417452-132466959,Dstyk,chr1,132417452,132466959,0.022896611,0.918196281,213452,1q32.1,25778,DSTYK
Kcnk4/chr19:6925689-6934515,Kcnk4,chr19,6925689,6934515,0.022941299,1.110834389,16528,11q13,50801,KCNK4
Cd55/chr1:130439029-130462740,Cd55,chr1,130439029,130462740,0.022961436,0.824145483,13136,1q32,1604,CD55
Myo9a/chr9:59751173-59928866,Myo9a,chr9,59751173,59928866,0.023010792,0.928451868,270163,15q22-q23,4649,MYO9A
Smarcc1/chr9:110132023-110240178,Smarcc1,chr9,110132023,110240178,0.023025211,0.919649507,20588,3p21.31,6599,SMARCC1
Alad/chr4:62509169-62520063,Alad,chr4,62509169,62520063,0.023029784,1.392846256,17025,9q33.1,210,ALAD
Rps6/chr4:86854098-86857367,Rps6,chr4,86854098,86857367,0.023034406,0.889515744,20104,9p21,6194,RPS6
Mid2/chrX:140678027-140767715,Mid2,chrX,140678027,140767715,0.023035858,0.899422361,23947,Xq22.3,11043,MID2
Adamts1/chr16:85793827-85803115,Adamts1,chr16,85793827,85803115,0.023097301,0.787634933,11504,21q21.2,9510,ADAMTS1
Keap1/chr9:21229729-21239332,Keap1,chr9,21229729,21239332,0.023099371,1.111151971,50868,19p13.2,9817,KEAP1
Thap2/chr10:115369965-115384435,Thap2,chr10,115369965,115384435,0.023185601,0.855558879,66816,12q21.1,83591,THAP2
OTTMUSG00000016609/chr2:175323786-176636311,OTTMUSG00000016609,chr2,175323786,176636311,0.023199204,0.873593104,NA,NA,NA,NA
B430306N03Rik/chr17:48316161-48326511,B430306N03Rik,chr17,48316161,48326511,0.023210791,0.50743055,NA,NA,NA,NA
Tomm34/chr2:164053540-164071102,Tomm34,chr2,164053540,164071102,0.02324894,1.061208125,67145,20q12-q13.1,10953,TOMM34
Cabp1/chr5:115168690-115186121,Cabp1,chr5,115168690,115186121,0.023295901,1.129279635,29867,12q24.31,9478,CABP1
D830015G02Rik/chr14:54968786-54974349,D830015G02Rik,chr14,54968786,54974349,0.023298012,1.927092177,NA,NA,NA,NA
Dmrta2/chr4:109978024-109983684,Dmrta2,chr4,109978024,109983684,0.023308869,1.322949877,242620,1p32.3,63950,DMRTA2
Dvl2/chr11:70000625-70010109,Dvl2,chr11,70000625,70010109,0.023324749,1.140735105,13543,17p13.1,1856,DVL2
2010321M09Rik/chr9:64960831-64986974,2010321M09Rik,chr9,64960831,64986974,0.023359778,0.941887162,NA,NA,NA,NA
Carf/chr1:60098280-60151034,Carf,chr1,60098280,60151034,0.023375381,0.886916554,241066,2q33.2,79800,ALS2CR8
Aurkb/chr11:69045642-69051662,Aurkb,chr11,69045642,69051662,0.02340052,1.281153396,20877,17p13.1,9212,AURKB
Zfp418/chr7:7171352-7183560,Zfp418,chr7,7171352,7183560,0.023432237,0.815129473,232854,19q13.4,55659,ZNF416
Ubr5/chr15:37967327-38078853,Ubr5,chr15,37967327,38078853,0.023477825,0.925049871,70790,8q22,51366,UBR5
Kctd12b/chrX:153685153-153696280,Kctd12b,chrX,153685153,153696280,0.023522783,0.856585013,NA,NA,NA,NA
Gm13102/chr4:144099879-144110101,Gm13102,chr4,144099879,144110101,0.023524296,0.540696897,100041077,1p36.21,65122,PRAMEF2
1700028K03Rik/chr5:107534710-107551542,1700028K03Rik,chr5,107534710,107551542,0.023543955,0.620572969,76421,1p22.1,388649,C1orf146
9430031J16Rik/chr1:81077316-81271651,9430031J16Rik,chr1,81077316,81271651,0.023546064,0.809874095,NA,NA,NA,NA
Ntf3/chr6:126101411-126166744,Ntf3,chr6,126101411,126166744,0.02364,0.702509845,18205,12p13,4908,NTF3
Paqr5/chr9:61953737-62026790,Paqr5,chr9,61953737,62026790,0.02365964,1.380882201,74090,15q23,54852,PAQR5
Nudt3/chr17:27579390-27623452,Nudt3,chr17,27579390,27623452,0.023667834,1.114954453,56409,6p21.2,11165,NUDT3
Zfp39/chr11:58888152-58904225,Zfp39,chr11,58888152,58904225,0.02374924,0.81899313,22698,UN,100287163,LOC100287163
2210404O09Rik/chr17:21879569-21909926,2210404O09Rik,chr17,21879569,21909926,0.023761561,0.877882608,NA,NA,NA,NA
6330416G13Rik/chr4:63560359-63586353,6330416G13Rik,chr4,63560359,63586353,0.023789603,0.940449665,230279,9q32,203197,C9orf91
B3gnt8/chr7:25627623-25629490,B3gnt8,chr7,25627623,25629490,0.023790852,1.528792038,232984,19q13.2,374907,B3GNT8
Wasl/chr6:24613809-24664995,Wasl,chr6,24613809,24664995,0.023845738,0.951536029,73178,7q31.3,8976,WASL
Dennd2c/chr3:103127555-103169733,Dennd2c,chr3,103127555,103169733,0.023856387,0.646615683,329727,1p13.2,163259,DENND2C
Zfp51/chr17:21450351-21465589,Zfp51,chr17,21450351,21465589,0.02394677,0.843536262,22709,19q13.42,84671,ZNF347
Gria1/chr11:57011617-57330244,Gria1,chr11,57011617,57330244,0.023948479,0.93690456,14799,5q31.1,2890,GRIA1
Golga4/chr9:118506317-118582519,Golga4,chr9,118506317,118582519,0.023976844,0.954229848,54214,3p22-p21.3,2803,GOLGA4
4833412C05Rik/chr7:67784537-67803496,4833412C05Rik,chr7,67784537,67803496,0.024100314,0.825978116,NA,NA,NA,NA
Srpk3/chrX:73774421-73778924,Srpk3,chrX,73774421,73778924,0.024104606,1.201894046,56504,Xq28,26576,SRPK3
Lipt1/chr1:37872205-37876298,Lipt1,chr1,37872205,37876298,0.024109253,0.877594124,623661,2q11.2,51601,LIPT1
Rab7/chr6:88000434-88013690,Rab7,chr6,88000434,88013690,0.024211653,0.906396357,19349,3q21.3,7879,RAB7A
Tifa/chr3:127789912-127798389,Tifa,chr3,127789912,127798389,0.024218126,0.699730879,211550,4q25,92610,TIFA
Dnajc13/chr9:104151596-104262930,Dnajc13,chr9,104151596,104262930,0.02423497,0.911471245,235567,3q22.1,23317,DNAJC13
5730409E04Rik/chr4:126609853-126614371,5730409E04Rik,chr4,126609853,126614371,0.024325823,1.073991993,230757,1p34.3,127703,C1orf216
Mttp/chr3:138089854-138143388,Mttp,chr3,138089854,138143388,0.024333676,0.892655583,17777,4q24,4547,MTTP
Top1mt/chr15:75657032-75678790,Top1mt,chr15,75657032,75678790,0.024354014,0.899402338,72960,8q24.3,116447,TOP1MT
Rbm26/chr14:105114518-105177327,Rbm26,chr14,105114518,105177327,0.024400104,0.899142029,74213,13q31.1,64062,RBM26
Zfp949/chr9:88548019-88571086,Zfp949,chr9,88548019,88571086,0.024463717,0.92762076,NA,NA,NA,NA
Gpaa1/chr15:76331293-76334899,Gpaa1,chr15,76331293,76334899,0.024535507,1.097069596,14731,8q24.3,8733,GPAA1
Myt1l/chr12:29528383-29923209,Myt1l,chr12,29528383,29923209,0.024578834,0.905375926,17933,2p25.3,23040,MYT1L
Kcnh7/chr2:62702945-63184287,Kcnh7,chr2,62702945,63184287,0.024598411,0.753945836,170738,2q24.2,90134,KCNH7
Elk1/chrX:20933394-20950608,Elk1,chrX,20933394,20950608,0.024614593,1.101773602,13712,Xp11.2,2002,ELK1
Mbd2/chr18:70568291-70626131,Mbd2,chr18,70568291,70626131,0.024618198,0.89728271,17191,18q21,8932,MBD2
Eea1/chr10:95940662-96045518,Eea1,chr10,95940662,96045518,0.024644079,0.917830349,216238,12q22,8411,EEA1
Tceb3/chr4:136003369-136021649,Tceb3,chr4,136003369,136021649,0.0246779,0.941136985,27224,1p36.1,6924,TCEB3
St3gal3/chr4:117932152-118134914,St3gal3,chr4,117932152,118134914,0.024806866,1.076472175,20441,1p34.1,6487,ST3GAL3
Btbd2/chr10:80642616-80657071,Btbd2,chr10,80642616,80657071,0.024881069,1.087232728,208198,19p13.3,55643,BTBD2
Dnajb1/chr8:83608174-83611903,Dnajb1,chr8,83608174,83611903,0.024921552,0.911874351,81489,19p13.2,3337,DNAJB1
Gab2/chr7:97081750-97308951,Gab2,chr7,97081750,97308951,0.025002508,0.906057351,14389,11q14.1,9846,GAB2
Adam11/chr11:102761438-102780262,Adam11,chr11,102761438,102780262,0.025085333,1.126821857,11488,17q21.3,4185,ADAM11
Cox6b1/chr7:30616973-30626151,Cox6b1,chr7,30616973,30626151,0.025206283,0.862975532,110323,19q13.1,1340,COX6B1
Lzts2/chr19:45015175-45027104,Lzts2,chr19,45015175,45027104,0.025206403,1.156323939,226154,10q24,84445,LZTS2
Wapal/chr14:34673927-34746217,Wapal,chr14,34673927,34746217,0.025312444,0.917466006,218914,10q23.2,23063,WAPAL
Srgap2/chr1:131285250-131527361,Srgap2,chr1,131285250,131527361,0.025340394,0.906248154,14270,1q32.1,23380,SRGAP2
Grin3b/chr10:79970723-79977190,Grin3b,chr10,79970723,79977190,0.025417793,1.798581331,170483,19p13.3,116444,GRIN3B
Espl1/chr15:102296292-102324356,Espl1,chr15,102296292,102324356,0.025436699,1.138772925,105988,12q,9700,ESPL1
Dpcr1/chr17:35635754-35643695,Dpcr1,chr17,35635754,35643695,0.025468774,0.709133565,268949,6p21.33,135656,DPCR1
Klhl20/chr1:161088377-161131479,Klhl20,chr1,161088377,161131479,0.025584367,0.919554096,226541,1q25.1,27252,KLHL20
Gckr/chr5:31297580-31327302,Gckr,chr5,31297580,31327302,0.025618268,1.779101436,231103,2p23,2646,GCKR
Noxo1/chr17:24696233-24700529,Noxo1,chr17,24696233,24700529,0.025638978,0.821720753,71893,16p13.3,124056,NOXO1
Rtn4rl2/chr2:84871945-84886692,Rtn4rl2,chr2,84871945,84886692,0.025651199,1.200755691,269295,11q12.1,349667,RTN4RL2
Zfp287/chr11:62711485-62729093,Zfp287,chr11,62711485,62729093,0.025659757,0.832756023,170740,17p11.2,57336,ZNF287
B230319C09Rik/chr6:83441754-83448322,B230319C09Rik,chr6,83441754,83448322,0.025739677,1.475928184,NA,NA,NA,NA
Cntnap4/chr8:112570042-112882707,Cntnap4,chr8,112570042,112882707,0.025823557,0.887346044,170571,16q23.1,85445,CNTNAP4
S1pr2/chr9:20965951-20976793,S1pr2,chr9,20965951,20976793,0.025895299,1.32623951,14739,19p13.2,9294,S1PR2
Nhedc2/chr3:135307699-135342767,Nhedc2,chr3,135307699,135342767,0.025914876,1.326732065,NA,NA,NA,NA
E2f2/chr4:136172393-136196056,E2f2,chr4,136172393,136196056,0.025965175,1.371905188,242705,1p36,1870,E2F2
Metrn/chr17:25794570-25797045,Metrn,chr17,25794570,25797045,0.02596713,1.137364127,70083,16p13.3,79006,METRN
Zfml/chr6:83914352-83986871,Zfml,chr6,83914352,83986871,0.025968035,0.886055816,18139,2p13.1,27332,ZNF638
Zfp651/chr9:121760032-121771742,Zfp651,chr9,121760032,121771742,0.026011139,1.136520428,270210,3p22.1,92999,ZBTB47
4930563E22Rik/chr11:72215137-72218450,4930563E22Rik,chr11,72215137,72218450,0.026012475,1.41811433,75304,17p13.1,388327,C17orf100
Ints12/chr3:133091952-133110985,Ints12,chr3,133091952,133110985,0.026044163,0.848649019,71793,4q24,57117,INTS12
Amdhd2/chr17:24155832-24163733,Amdhd2,chr17,24155832,24163733,0.026080502,1.205760596,245847,16p13.3,51005,AMDHD2
Ccdc6/chr10:70097120-70193200,Ccdc6,chr10,70097120,70193200,0.0260893,1.121937317,76551,10q21,8030,CCDC6
Anp32a/chr9:62341342-62378805,Anp32a,chr9,62341342,62378805,0.026091813,0.940261139,11737,15q23,8125,ANP32A
Kctd3/chr1:188971097-189007840,Kctd3,chr1,188971097,189007840,0.026096561,1.052086418,226823,1q41,51133,KCTD3
Rnf126/chr10:79758514-79766952,Rnf126,chr10,79758514,79766952,0.026127441,1.134331197,70294,19p13.3,55658,RNF126
4931428F04Rik/chr8:105280408-105289528,4931428F04Rik,chr8,105280408,105289528,0.026134626,1.0745973,74356,16q22.1,653319,KIAA0895L
Aspg/chr12:112106682-112127573,Aspg,chr12,112106682,112127573,0.026136769,1.251575814,104816,14q32.33,374569,ASPG
Pramel4/chr4:144059125-144069318,Pramel4,chr4,144059125,144069318,0.026138525,0.540696897,NA,NA,NA,NA
Ppp1r11/chr17:36948354-36951792,Ppp1r11,chr17,36948354,36951792,0.026175812,0.885908492,76497,6p21.3,6992,PPP1R11
Suz12/chr11:79993105-80034123,Suz12,chr11,79993105,80034123,0.026179647,0.92344272,52615,17q11.2,23512,SUZ12
Arx/chrX:93286645-93298355,Arx,chrX,93286645,93298355,0.026204527,1.104091071,11878,Xp21.3,170302,ARX
2700099C18Rik/chr17:94750099-94775129,2700099C18Rik,chr17,94750099,94775129,0.026263316,1.4105424,NA,NA,NA,NA
Cables1/chr18:11839273-11945627,Cables1,chr18,11839273,11945627,0.026404896,1.147489153,63955,18q11.2,91768,CABLES1
Klf15/chr6:90462625-90475209,Klf15,chr6,90462625,90475209,0.026602193,1.236659894,66277,3q21.3,28999,KLF15
Tgtp2/chr11:49057195-49064212,Tgtp2,chr11,49057195,49064212,0.026602893,0.598627743,NA,NA,NA,NA
Lyn/chr4:3678120-3791612,Lyn,chr4,3678120,3791612,0.026619044,0.84386881,17096,8q13,4067,LYN
Ube2h/chr6:30211289-30304539,Ube2h,chr6,30211289,30304539,0.026770739,1.076989798,22214,7q32,7328,UBE2H
Nos2/chr11:78920858-78960124,Nos2,chr11,78920858,78960124,0.026773339,0.643452331,18126,17q11.2-q12,4843,NOS2
Unc80/chr1:66468446-66699148,Unc80,chr1,66468446,66699148,0.026782416,0.927490876,329178,2q35,84540,KIAA1843
Zmym2/chr14:56887794-56962579,Zmym2,chr14,56887794,56962579,0.026782593,0.895519356,76007,13q11-q12,7750,ZMYM2
Tmem161a/chr8:70172410-70183663,Tmem161a,chr8,70172410,70183663,0.026801116,1.161319356,234371,19p13.11,54929,TMEM161A
Slc22a5/chr11:53864541-53891703,Slc22a5,chr11,53864541,53891703,0.026919729,1.117951047,20520,5q23.3,6584,SLC22A5
Ulk2/chr11:61775597-61855092,Ulk2,chr11,61775597,61855092,0.026945362,0.950457194,29869,17p11.2,9706,ULK2
Wif1/chr10:121034003-121100642,Wif1,chr10,121034003,121100642,0.026995369,0.630826202,24117,12q14.3,11197,WIF1
Rprml/chr11:103649508-103650580,Rprml,chr11,103649508,103650580,0.027080125,1.159160498,104582,17q21.32,388394,RPRML
Spef1/chr2:131170260-131174810,Spef1,chr2,131170260,131174810,0.027143747,1.112848269,70997,20pter-q11.23,25876,SPEF1
Eif2b1/chr5:124570213-124579057,Eif2b1,chr5,124570213,124579057,0.027209522,0.915789037,209354,12q24.31,1967,EIF2B1
Prr24/chr7:16272012-16273692,Prr24,chr7,16272012,16273692,0.027234573,1.175004552,66300,19q13.32,255783,PRR24
2700081L22Rik/chr4:52430283-52438964,2700081L22Rik,chr4,52430283,52438964,0.027249278,0.560098152,NA,NA,NA,NA
Il1rapl2/chrX:137571548-138846955,Il1rapl2,chrX,137571548,138846955,0.027330725,0.828121776,60367,Xq22,26280,IL1RAPL2
Rad21/chr15:51962603-51991760,Rad21,chr15,51962603,51991760,0.027463573,0.946339767,19357,8q24,5885,RAD21
Ssb/chr2:69861561-69871846,Ssb,chr2,69861561,69871846,0.027548017,0.904512559,20823,2q31.1,6741,SSB
Slc7a7/chr14:54369441-54417702,Slc7a7,chr14,54369441,54417702,0.027656821,1.370791788,20540,14q11.2,9056,SLC7A7
2310036O22Rik/chr8:85026832-85030286,2310036O22Rik,chr8,85026832,85030286,0.027677108,1.102077075,68544,19p13.2,79002,C19orf43
Ankrd26/chr6:118502563-118562256,Ankrd26,chr6,118502563,118562256,0.027698607,0.889030662,232339,10p12.1,22852,ANKRD26
Mrfap1/chr5:36794866-36796754,Mrfap1,chr5,36794866,36796754,0.027769328,1.100239802,67568,4p16.1,93621,MRFAP1
Snx11/chr11:96767548-96777555,Snx11,chr11,96767548,96777555,0.027791862,1.109466473,74479,17q21.32,29916,SNX11
Scfd2/chr5:74204815-74531749,Scfd2,chr5,74204815,74531749,0.027854393,0.901618875,212986,4q12,152579,SCFD2
Tfb1m/chr17:3519255-3557713,Tfb1m,chr17,3519255,3557713,0.027899328,0.781500541,224481,6q25.1-q25.3,51106,TFB1M
Pi4ka/chr16:17280350-17406314,Pi4ka,chr16,17280350,17406314,0.027918041,0.921582812,224020,22q11.21,5297,PI4KA
Gm4902/chr14:59320963-59341330,Gm4902,chr14,59320963,59341330,0.027944467,0.604855032,NA,NA,NA,NA
Crabp2/chr3:87948692-87953372,Crabp2,chr3,87948692,87953372,0.027950344,0.654295458,12904,1q21.3,1382,CRABP2
Gpr155/chr2:73341506-73386398,Gpr155,chr2,73341506,73386398,0.028011543,0.953167413,68526,2q31.1,151556,GPR155
Ptpn21/chr12:98676740-98737405,Ptpn21,chr12,98676740,98737405,0.028019932,0.809843205,24000,14q31.3,11099,PTPN21
Rgs2/chr1:143999337-144004149,Rgs2,chr1,143999337,144004149,0.028103652,0.868003135,19735,1q31,5997,RGS2
G630071F17/chr18:60663409-60671624,G630071F17,chr18,60663409,60671624,0.028113105,1.375727163,NA,NA,NA,NA
Slitrk6/chr14:110748577-110755149,Slitrk6,chr14,110748577,110755149,0.028164211,0.4689141,239250,13q31.1,84189,SLITRK6
Vmn1r65/chr7:6007749-6011010,Vmn1r65,chr7,6007749,6011010,0.028205299,0.70192343,NA,NA,NA,NA
Ncoa2/chr1:13139158-13374083,Ncoa2,chr1,13139158,13374083,0.028220835,0.953677375,17978,8q13.3,10499,NCOA2
Fam38a/chr8:122481697-122551329,Fam38a,chr8,122481697,122551329,0.028233319,1.171680245,NA,NA,NA,NA
Scaper/chr9:55549882-55938115,Scaper,chr9,55549882,55938115,0.028292358,0.904829585,244891,15q24,49855,SCAPER
Itgb8/chr12:119162802-119238276,Itgb8,chr12,119162802,119238276,0.028416811,0.871227692,320910,7p21.1,3696,ITGB8
Palm2/chr4:57568247-57717128,Palm2,chr4,57568247,57717128,0.028417069,0.869321488,242481,9q31.3,114299,PALM2
Samsn1/chr16:75858793-75909266,Samsn1,chr16,75858793,75909266,0.028419681,0.717065533,67742,21q11,64092,SAMSN1
Gm5643/chr15:103240453-142299237,Gm5643,chr15,103240453,142299237,0.028444827,1.095541586,NA,NA,NA,NA
Elovl5/chr9:77917364-77984519,Elovl5,chr9,77917364,77984519,0.028554864,1.143692415,68801,6p21.1-p12.1,60481,ELOVL5
Gatad2b/chr3:90341653-90358120,Gatad2b,chr3,90341653,90358120,0.028558597,0.812443786,229542,1q21.3,57459,GATAD2B
Ak1/chr2:32621757-32635058,Ak1,chr2,32621757,32635058,0.028578384,1.067712823,11636,9q34.1,203,AK1
Arc/chr15:74669082-74672570,Arc,chr15,74669082,74672570,0.028589969,0.492891242,11838,8q24.3,23237,ARC
Vstm2l/chr2:157914652-157944719,Vstm2l,chr2,157914652,157944719,0.028590494,1.257181009,277432,20q11.23,128434,VSTM2L
March3/chr18:56761715-56925548,3-Mar,chr18,56761715,56925548,0.028636668,0.798157421,320253,5q23.2,115123,3-Mar
Stxbp5/chr10:9755546-9901040,Stxbp5,chr10,9755546,9901040,0.028681827,0.945928224,78808,6q24.3,134957,STXBP5
Adra1b/chr11:43774605-43836332,Adra1b,chr11,43774605,43836332,0.028799429,1.192544158,11548,5q33.3,147,ADRA1B
Gm17757/chr7:105924343-106190099,Gm17757,chr7,105924343,106190099,0.028826881,0.627635456,NA,NA,NA,NA
