geneInfo,gene,Chr,Start,Stop,pvalsDel,FoldChange,Mouse.EntrezGene.ID,Human.Chr,Human.EntrezGene.ID,Human.Symbol
C1ql2/chr1:120340581-120343174,C1ql2,chr1,120340581,120343174,0.008754936,0.693806748,226359,2q14.2,165257,C1QL2
Stim2/chr5:53998522-54121057,Stim2,chr5,53998522,54121057,0.00879933,1.160100109,116873,4p15.2,57620,STIM2
Plxdc2/chr2:16356321-16752115,Plxdc2,chr2,16356321,16752115,0.008799353,0.921293513,67448,10p12.31,84898,PLXDC2
Ntrk3/chr7:78192113-78577838,Ntrk3,chr7,78192113,78577838,0.008803541,1.162545306,18213,15q25,4916,NTRK3
A830082N09Rik/chr10:33987215-33995055,A830082N09Rik,chr10,33987215,33995055,0.008811096,1.129810014,NA,NA,NA,NA
Scai/chr2:39066214-39190730,Scai,chr2,39066214,39190730,0.008822273,1.215541408,320271,9q33.3,286205,SCAI
Eif2d/chr1:131153206-131173471,Eif2d,chr1,131153206,131173471,0.008836483,0.937661306,16865,1q32.1,1939,EIF2D
Ptprc/chr1:138062860-138175305,Ptprc,chr1,138062860,138175305,0.00883779,1.453762878,19264,1q31-q32,5788,PTPRC
Per2/chr1:91415981-91459328,Per2,chr1,91415981,91459328,0.008846704,0.66163276,18627,2q37.3,8864,PER2
Wwtr1/chr3:57455643-57575910,Wwtr1,chr3,57455643,57575910,0.008858577,1.187867237,97064,3q23-q24,25937,WWTR1
Slc41a2/chr10:83231138-83337817,Slc41a2,chr10,83231138,83337817,0.008871857,1.158284511,338365,12q23.3,84102,SLC41A2
Rhoq/chr17:86963110-87000069,Rhoq,chr17,86963110,87000069,0.008904178,1.105051055,104215,2p21,23433,RHOQ
Gpr52/chr1:160576667-160577753,Gpr52,chr1,160576667,160577753,0.00892093,1.711325452,620246,1q24,9293,GPR52
Mcrs1/chr15:99242816-99251961,Mcrs1,chr15,99242816,99251961,0.008924354,0.911169977,51812,12q13.12,10445,MCRS1
Zfp937/chr2:150218098-150244874,Zfp937,chr2,150218098,150244874,0.008940529,1.316809813,NA,NA,NA,NA
Gm13242/chr4:145670696-145704437,Gm13242,chr4,145670696,145704437,0.008941369,2.470525081,NA,NA,NA,NA
Nans/chr4:46489328-46503438,Nans,chr4,46489328,46503438,0.00898371,0.887990754,94181,9p24.1-p23,54187,NANS
Spag9/chr11:93996090-94126082,Spag9,chr11,93996090,94126082,0.009011961,1.071048085,70834,17q21.33,9043,SPAG9
Hsf2/chr10:57486384-57513143,Hsf2,chr10,57486384,57513143,0.009047183,1.183524635,15500,6q22.31,3298,HSF2
Wwp1/chr4:19609672-19708993,Wwp1,chr4,19609672,19708993,0.009047776,1.154899159,107568,8q21,11059,WWP1
Trim44/chr2:102300118-102400900,Trim44,chr2,102300118,102400900,0.009051564,1.049298783,80985,11p13,54765,TRIM44
Stk40/chr4:126103956-126141029,Stk40,chr4,126103956,126141029,0.009069415,0.753319357,74178,1p34.3,83931,STK40
Chchd6/chr6:89383145-89595652,Chchd6,chr6,89383145,89595652,0.009084256,0.846645008,66098,3q21.3,84303,CHCHD6
Senp6/chr9:80066902-80144780,Senp6,chr9,80066902,80144780,0.009087636,1.105548572,215351,6q13-q14.3,26054,SENP6
Cirh1a/chr8:106893639-106923094,Cirh1a,chr8,106893639,106923094,0.009112157,0.879970472,21771,16q22.1,84916,CIRH1A
Gm6251/chr10:20208438-20209030,Gm6251,chr10,20208438,20209030,0.009149622,1.411970216,NA,NA,NA,NA
Inpp5j/chr11:3494271-3504821,Inpp5j,chr11,3494271,3504821,0.009153462,0.907524163,170835,22q12.2,27124,INPP5J
Ahr/chr12:35497978-35534989,Ahr,chr12,35497978,35534989,0.009163725,1.199342377,11622,7p15,196,AHR
9530026F06Rik/chr1:61378431-61395904,9530026F06Rik,chr1,61378431,61395904,0.009192271,1.892082843,NA,NA,NA,NA
Lcmt2/chr2:121137291-121140698,Lcmt2,chr2,121137291,121140698,0.009198705,1.240210496,329504,15q15.3,9836,LCMT2
Rnf149/chr1:39551295-39577347,Rnf149,chr1,39551295,39577347,0.009203673,1.13904252,67702,2q11.2,284996,RNF149
Zfyve1/chr12:83546940-83597147,Zfyve1,chr12,83546940,83597147,0.009223324,0.914955003,217695,14q24.2,53349,ZFYVE1
Zfp811/chr17:32797010-32809919,Zfp811,chr17,32797010,32809919,0.00923257,1.124116153,NA,NA,NA,NA
Tbx1/chr16:18581712-18586969,Tbx1,chr16,18581712,18586969,0.009252154,1.597236501,21380,22q11.21,6899,TBX1
Nfatc2ip/chr7:126382853-126396737,Nfatc2ip,chr7,126382853,126396737,0.00927734,1.182051617,18020,16p11.2,84901,NFATC2IP
Adamts15/chr9:30899154-30922452,Adamts15,chr9,30899154,30922452,0.009286659,1.226898459,235130,11q25,170689,ADAMTS15
LOC100044193/chr17:94864917-94878321,LOC100044193,chr17,94864917,94878321,0.009311322,1.306235912,NA,NA,NA,NA
Acap3/chr4:155891874-155907251,Acap3,chr4,155891874,155907251,0.009315503,0.909474121,140500,1p36,116983,ACAP3
Mblac2/chr13:81711416-81753275,Mblac2,chr13,81711416,81753275,0.009316477,1.163501164,72852,5q14.3,153364,MBLAC2
Rpn2/chr2:157279097-157326318,Rpn2,chr2,157279097,157326318,0.009335591,0.927535368,20014,20q12-q13.1,6185,RPN2
Adam22/chr5:8072351-8368081,Adam22,chr5,8072351,8368081,0.009352764,1.139203743,11496,7q21,53616,ADAM22
Trim59/chr3:69035293-69044742,Trim59,chr3,69035293,69044742,0.00936964,1.247934193,66949,3q25.33,286827,TRIM59
Amot/chrX:145446423-145487046,Amot,chrX,145446423,145487046,0.009389493,1.128263877,27494,Xq23,154796,AMOT
Dnajb2/chr1:75236422-75245692,Dnajb2,chr1,75236422,75245692,0.009392437,0.939242248,56812,2q32-q34,3300,DNAJB2
Litaf/chr16:10959272-10993121,Litaf,chr16,10959272,10993121,0.00940448,0.885255726,56722,16p13.13,9516,LITAF
Pak2/chr16:32017862-32079273,Pak2,chr16,32017862,32079273,0.009416974,1.08006964,224105,3q29,5062,PAK2
Fbxw7/chr3:84815576-84979198,Fbxw7,chr3,84815576,84979198,0.00942623,1.19421483,50754,4q31.3,55294,FBXW7
Evi2a/chr11:79526560-79530609,Evi2a,chr11,79526560,79530609,0.009429311,0.853092291,14017,17q11.2,2123,EVI2A
Pigb/chr9:73015695-73039699,Pigb,chr9,73015695,73039699,0.009440549,1.157642044,55981,15q21.3,9488,PIGB
Psmc3/chr2:91054015-91059438,Psmc3,chr2,91054015,91059438,0.009444564,0.914145807,19182,11p11.2,5702,PSMC3
Leng9/chr7:4148182-4149872,Leng9,chr7,4148182,4149872,0.009461909,0.818221992,243813,19q13.4,94059,LENG9
Rabep1/chr11:70844762-70943105,Rabep1,chr11,70844762,70943105,0.009501104,1.148900571,54189,17p13.2,9135,RABEP1
Rdbp/chr17:34850390-34856372,Rdbp,chr17,34850390,34856372,0.009517372,0.881883459,NA,NA,NA,NA
Zfp385b/chr2:77410626-77816816,Zfp385b,chr2,77410626,77816816,0.009523346,1.1169299,241494,2q31.2-q31.3,151126,ZNF385B
Egr4/chr6:85511121-85513542,Egr4,chr6,85511121,85513542,0.009535967,0.738872843,13656,2p13,1961,EGR4
Cdk17/chr10:93160875-93241342,Cdk17,chr10,93160875,93241342,0.00956478,1.165804749,237459,12q23.1,5128,CDK17
A430092G05Rik/chr2:44059237-44065324,A430092G05Rik,chr2,44059237,44065324,0.009572086,0.53199258,NA,NA,NA,NA
Ddit4/chr10:59949674-59951770,Ddit4,chr10,59949674,59951770,0.009580763,0.717076322,74747,10q22.1,54541,DDIT4
Fam179b/chr12:64965741-65022573,Fam179b,chr12,64965741,65022573,0.009600015,1.152704843,328108,14q21.2,23116,FAM179B
Hnrnpa0/chr13:58125878-58128556,Hnrnpa0,chr13,58125878,58128556,0.00960203,1.15149798,77134,5q31,10949,HNRNPA0
Gm10754/chr10:97681413-97967090,Gm10754,chr10,97681413,97967090,0.009655396,1.609612657,NA,NA,NA,NA
Ltbp2/chr12:84783211-84876495,Ltbp2,chr12,84783211,84876495,0.009691199,0.673354568,16997,14q24,4053,LTBP2
Dtwd2/chr18:49696144-49755601,Dtwd2,chr18,49696144,49755601,0.009740349,1.238578906,68857,5q23.1,285605,DTWD2
Mmgt1/chrX:56585511-56597919,Mmgt1,chrX,56585511,56597919,0.009751276,1.121289153,236792,Xq26.3,93380,MMGT1
2700029M09Rik/chr8:60890450-60907572,2700029M09Rik,chr8,60890450,60907572,0.009760039,1.150725087,72612,4q33,54969,C4orf27
Ankle1/chr8:71406011-71409904,Ankle1,chr8,71406011,71409904,0.009782297,0.630686919,234396,19p13.11,126549,ANKLE1
Ror1/chr4:100095790-100442545,Ror1,chr4,100095790,100442545,0.009815149,1.56418477,26563,1p32-p31,4919,ROR1
Armcx4/chrX:134686518-134697772,Armcx4,chrX,134686518,134697772,0.009820207,1.058702568,NA,NA,NA,NA
Gm16515/chr11:60902245-60913792,Gm16515,chr11,60902245,60913792,0.009825342,0.89896794,24083,17p11.2,256302,C17orf103
Ubxn7/chr16:32332251-32393747,Ubxn7,chr16,32332251,32393747,0.009854929,1.126524844,224111,3q29,26043,UBXN7
Atp13a3/chr16:30312423-30388530,Atp13a3,chr16,30312423,30388530,0.009891645,1.110781514,224088,3q29,79572,ATP13A3
Gfpt1/chr6:87042845-87092207,Gfpt1,chr6,87042845,87092207,0.00989527,1.09538897,14583,2p13,2673,GFPT1
Polr3h/chr15:81915029-81926213,Polr3h,chr15,81915029,81926213,0.009930534,0.900941885,78929,22q13.2,171568,POLR3H
Entpd5/chr12:84373856-84409029,Entpd5,chr12,84373856,84409029,0.009939681,1.116466891,12499,14q24,957,ENTPD5
A930003A15Rik/chr16:19876567-19884274,A930003A15Rik,chr16,19876567,19884274,0.009943739,0.505703051,NA,NA,NA,NA
Fbxo27/chr7:28692848-28699337,Fbxo27,chr7,28692848,28699337,0.009951731,0.862071527,233040,19q13.2,126433,FBXO27
Fam179a/chr17:71673260-71729669,Fam179a,chr17,71673260,71729669,0.009977197,0.709036433,320159,2p23.2,165186,FAM179A
Dusp5/chr19:53529317-53541322,Dusp5,chr19,53529317,53541322,0.009979357,0.566285833,240672,10q25,1847,DUSP5
1700019D03Rik/chr1:52925126-52952840,1700019D03Rik,chr1,52925126,52952840,0.009996268,1.221983646,67080,2q32.2,84281,C2orf88
Rnf39/chr17:36943050-36947986,Rnf39,chr17,36943050,36947986,0.01005144,0.790087731,386454,6p21.3,80352,RNF39
Cd72/chr4:43447723-43454626,Cd72,chr4,43447723,43454626,0.010053632,1.710687902,12517,9p13.3,971,CD72
Alkbh5/chr11:60537682-60558512,Alkbh5,chr11,60537682,60558512,0.010077794,1.177573111,268420,17p11.2,54890,ALKBH5
C3ar1/chr6:122847139-122856157,C3ar1,chr6,122847139,122856157,0.010085451,1.698115089,12267,12p13.31,719,C3AR1
Baz1b/chr5:135187322-135246129,Baz1b,chr5,135187322,135246129,0.010128996,1.065624133,22385,7q11.23,9031,BAZ1B
Zfp518a/chr19:40894704-40917947,Zfp518a,chr19,40894704,40917947,0.010143664,1.241433442,72672,10q24.1,9849,ZNF518A
Sec23ip/chr7:128744869-128784835,Sec23ip,chr7,128744869,128784835,0.010158327,1.128106525,207352,10q25-q26,11196,SEC23IP
Dgcr14/chr16:17900708-17911348,Dgcr14,chr16,17900708,17911348,0.010190113,0.91544724,27886,22q11.21,8220,DGCR14
E2f5/chr3:14578670-14606309,E2f5,chr3,14578670,14606309,0.01019768,1.24976736,13559,8q21.2,1875,E2F5
Cdh20/chr1:104768818-104995481,Cdh20,chr1,104768818,104995481,0.010198454,0.874536619,23836,18q21.33,28316,CDH20
Vmn1r58/chr7:5408889-5413145,Vmn1r58,chr7,5408889,5413145,0.01020013,1.230770224,NA,NA,NA,NA
Mfap3l/chr8:60632859-60676731,Mfap3l,chr8,60632859,60676731,0.010202749,1.396048573,71306,4q32.3,9848,MFAP3L
Kdm6a/chrX:18162666-18279358,Kdm6a,chrX,18162666,18279358,0.010203495,1.170753565,22289,Xp11.2,7403,KDM6A
Cdk19/chr10:40349307-40483818,Cdk19,chr10,40349307,40483818,0.010210241,1.095211895,78334,6q21,23097,CDK19
Olfm2/chr9:20667985-20728214,Olfm2,chr9,20667985,20728214,0.010214756,0.889050119,244723,19p13.2,93145,OLFM2
Rex2/chr4:147021849-147060799,Rex2,chr4,147021849,147060799,0.010231076,2.486038005,NA,NA,NA,NA
Atp8a1/chr5:67618140-67847431,Atp8a1,chr5,67618140,67847431,0.010243482,1.085066628,11980,4p13,10396,ATP8A1
Rad54b/chr4:11558919-11615808,Rad54b,chr4,11558919,11615808,0.010246337,1.209193343,623474,8q22.1,25788,RAD54B
Ddhd1/chr14:45593173-45658143,Ddhd1,chr14,45593173,45658143,0.010313175,1.17726537,114874,14q21,80821,DDHD1
Prmt1/chr7:44976754-44986420,Prmt1,chr7,44976754,44986420,0.010372067,0.876519379,15469,19q13.3,3276,PRMT1
Nfia/chr4:97581942-98118876,Nfia,chr4,97581942,98118876,0.010384544,1.231295578,18027,1p31.3-p31.2,4774,NFIA
Erf/chr7:25242559-25250758,Erf,chr7,25242559,25250758,0.010403701,0.899246871,13875,19q13,2077,ERF
Tmc7/chr7:118535843-118584686,Tmc7,chr7,118535843,118584686,0.010419269,0.815500842,209760,16p12.3,79905,TMC7
Fam40a/chr3:107612531-107631710,Fam40a,chr3,107612531,107631710,0.010433695,0.921063454,NA,NA,NA,NA
5730455P16Rik/chr11:80360491-80378015,5730455P16Rik,chr11,80360491,80378015,0.01043586,1.085510181,70591,17q11.2,64149,C17orf75
Sbno1/chr5:124368701-124425914,Sbno1,chr5,124368701,124425914,0.010472475,1.080403866,243272,12q24.31,55206,SBNO1
Lyz2/chr10:117277540-117282272,Lyz2,chr10,117277540,117282272,0.010486135,1.372589273,NA,NA,NA,NA
Akap9/chr5:3928185-4080204,Akap9,chr5,3928185,4080204,0.010488242,1.085752575,100986,7q21-q22,10142,AKAP9
Ccdc63/chr5:122108055-122138062,Ccdc63,chr5,122108055,122138062,0.010488379,0.494756578,330188,12q24.11,160762,CCDC63
Spata5l1/chr2:122630624-122632704,Spata5l1,chr2,122630624,122632704,0.010496252,0.766280819,214616,15q21.1,79029,SPATA5L1
Strbp/chr2:37569867-37647285,Strbp,chr2,37569867,37647285,0.010498701,1.151968202,20744,9q33.3,55342,STRBP
Tmem229a/chr6:24951140-24956125,Tmem229a,chr6,24951140,24956125,0.010499439,1.188254663,319832,7q31.32,730130,TMEM229A
Kif22/chr7:127027730-127042420,Kif22,chr7,127027730,127042420,0.010504188,0.639144449,110033,16p11.2,3835,KIF22
Prdm9/chr17:15543078-15563323,Prdm9,chr17,15543078,15563323,0.010518499,1.30745128,213389,5p14,56979,PRDM9
Sftpb/chr6:72303247-72314370,Sftpb,chr6,72303247,72314370,0.010525383,0.417012105,20388,2p12-p11.2,6439,SFTPB
Rbm34/chr8:126947172-126971079,Rbm34,chr8,126947172,126971079,0.01053022,1.15923736,52202,1q42.3,23029,RBM34
Kcnc2/chr10:112271122-112466304,Kcnc2,chr10,112271122,112466304,0.010530227,1.114163084,268345,12q14.1,3747,KCNC2
Ppp1r2-ps3/chr19:30538875-30539679,Ppp1r2-ps3,chr19,30538875,30539679,0.010531147,1.576504454,546723,5q33.3,153743,PPP1R2P3
D130017N08Rik/chr5:143758353-143764942,D130017N08Rik,chr5,143758353,143764942,0.010555546,0.767513121,NA,NA,NA,NA
Tmem183a/chr1:134346096-134361999,Tmem183a,chr1,134346096,134361999,0.010557734,1.097744622,57439,1q32.1,92703,TMEM183A
Man1a2/chr3:100562204-100685473,Man1a2,chr3,100562204,100685473,0.010560591,1.087547754,17156,1p13,10905,MAN1A2
Klf10/chr15:38294412-38300707,Klf10,chr15,38294412,38300707,0.010567257,0.670733329,21847,8q22.2,7071,KLF10
Arhgap5/chr12:52516076-52567851,Arhgap5,chr12,52516076,52567851,0.010586171,1.124105035,11855,14q12,394,ARHGAP5
Mrps5/chr2:127587425-127603986,Mrps5,chr2,127587425,127603986,0.010599159,0.905751174,77721,2p11.2-q11.2,64969,MRPS5
Tmx3/chr18:90510153-90543267,Tmx3,chr18,90510153,90543267,0.010652593,1.210570731,67988,18q22,54495,TMX3
Zfp943/chr17:21962558-21994366,Zfp943,chr17,21962558,21994366,0.010658182,1.163893545,NA,NA,NA,NA
Atg7/chr6:114643096-114860614,Atg7,chr6,114643096,114860614,0.010678454,0.862051254,74244,3p25.3,10533,ATG7
Zfp534/chr4:147673502-147702553,Zfp534,chr4,147673502,147702553,0.01069898,2.938630951,NA,NA,NA,NA
Mgrn1/chr16:4886099-4938296,Mgrn1,chr16,4886099,4938296,0.010701011,0.903540061,17237,16p13.3,23295,MGRN1
Ddah1/chr3:145758691-145894277,Ddah1,chr3,145758691,145894277,0.010725752,1.169004726,69219,1p22,23576,DDAH1
Slmap/chr14:26413174-26533740,Slmap,chr14,26413174,26533740,0.010753778,1.131804342,83997,3p21.2-p14.3,7871,SLMAP
Clock/chr5:76212176-76304548,Clock,chr5,76212176,76304548,0.010764529,1.121731867,12753,4q12,9575,CLOCK
Zfp820/chr17:21816875-21845759,Zfp820,chr17,21816875,21845759,0.010764612,1.443990074,NA,NA,NA,NA
Arih1/chr9:59388553-59486374,Arih1,chr9,59388553,59486374,0.010766671,1.087994883,23806,15q24,25820,ARIH1
A630089N07Rik/chr16:98062511-98082439,A630089N07Rik,chr16,98062511,98082439,0.010810356,1.454597047,NA,NA,NA,NA
Aamp/chr1:74279839-74284738,Aamp,chr1,74279839,74284738,0.010832465,0.902334369,227290,2q35,14,AAMP
Shisa9/chr16:11984112-12270904,Shisa9,chr16,11984112,12270904,0.010838111,1.13844508,72555,16p13.12,729993,SHISA9
Cep170/chr1:176733652-176807124,Cep170,chr1,176733652,176807124,0.010872121,1.091441883,545389,1q44,9859,CEP170
Nras/chr3:103058284-103067914,Nras,chr3,103058284,103067914,0.010899905,1.144264032,18176,1p13.2,4893,NRAS
Isg20l2/chr3:87930313-87940686,Isg20l2,chr3,87930313,87940686,0.010900695,1.134767153,229504,1q23.1,81875,ISG20L2
Gm3086/chr12:69963408-69969744,Gm3086,chr12,69963408,69969744,0.010908149,1.218858057,NA,NA,NA,NA
A630007B06Rik/chr19:56790962-56813683,A630007B06Rik,chr19,56790962,56813683,0.010939929,1.129597548,213993,10q25.3,55088,C10orf118
Gale/chr4:135965164-135968178,Gale,chr4,135965164,135968178,0.010948812,0.892370732,74246,1p36-p35,2582,GALE
Ly75/chr2:60293759-60383231,Ly75,chr2,60293759,60383231,0.010964738,0.706582118,17076,2q24,4065,LY75
Mum1/chr10:80226597-80245144,Mum1,chr10,80226597,80245144,0.010973032,0.891725841,68114,19p13.3,84939,MUM1
Nfkbid/chr7:30423303-30428746,Nfkbid,chr7,30423303,30428746,0.010973803,0.774246153,243910,19q13.12,84807,NFKBID
Igf1r/chr7:67952256-68233667,Igf1r,chr7,67952256,68233667,0.010994515,1.214602578,16001,15q26.3,3480,IGF1R
Wisp1/chr15:66891392-66923199,Wisp1,chr15,66891392,66923199,0.011004645,0.601199227,22402,8q24.22,8840,WISP1
Zfp326/chr5:105876567-105915820,Zfp326,chr5,105876567,105915820,0.011008696,1.118481507,54367,1p22.2,284695,ZNF326
Dlx6/chr6:6863333-6867970,Dlx6,chr6,6863333,6867970,0.011012866,1.342899294,13396,7q22,1750,DLX6
Ctdsp2/chr10:126978716-126999975,Ctdsp2,chr10,126978716,126999975,0.011015464,0.902466072,52468,12q14.1,10106,CTDSP2
Dcun1d1/chr3:35892104-35932966,Dcun1d1,chr3,35892104,35932966,0.011029092,1.152462483,114893,3q26.3,54165,DCUN1D1
Ppp4r2/chr6:100833637-100868717,Ppp4r2,chr6,100833637,100868717,0.011033291,1.107198282,232314,3p13,151987,PPP4R2
Puf60/chr15:76070181-76080946,Puf60,chr15,76070181,76080946,0.011050471,0.897205431,67959,8q24.3,22827,PUF60
Cadm2/chr16:66655420-67620908,Cadm2,chr16,66655420,67620908,0.011052932,1.164980629,239857,3p12.1,253559,CADM2
Afap1/chr5:35893318-36003922,Afap1,chr5,35893318,36003922,0.011065294,1.282973975,70292,4p16,60312,AFAP1
9330158H04Rik/chr6:36333137-36388234,9330158H04Rik,chr6,36333137,36388234,0.011133305,0.660203884,NA,NA,NA,NA
A430033K04Rik/chr5:138622858-138648905,A430033K04Rik,chr5,138622858,138648905,0.01114146,0.746919092,NA,NA,NA,NA
Npat/chr9:53537046-53575627,Npat,chr9,53537046,53575627,0.01115541,1.061020555,244879,11q22-q23,4863,NPAT
Ankrd32/chr13:77043087-77135468,Ankrd32,chr13,77043087,77135468,0.011164023,1.113620231,105377,5q15,84250,ANKRD32
Chat/chr14:32408202-32465909,Chat,chr14,32408202,32465909,0.011206896,1.60076457,12647,10q11.2,1103,CHAT
Mettl22/chr16:8470812-8490197,Mettl22,chr16,8470812,8490197,0.011211854,0.890292975,239706,16p13.2,79091,METTL22
Gm14430/chr2:175321833-176636319,Gm14430,chr2,175321833,176636319,0.011239483,1.159472169,NA,NA,NA,NA
Gm14434/chr2:175321833-176636319,Gm14434,chr2,175321833,176636319,0.011239483,1.159472169,NA,NA,NA,NA
Gm4724/chr2:175321833-176636319,Gm4724,chr2,175321833,176636319,0.011239483,1.159472169,NA,NA,NA,NA
Mul1/chr4:138434671-138442265,Mul1,chr4,138434671,138442265,0.01124934,0.895252243,68350,1p36.12,79594,MUL1
Pax1/chr2:147364993-147375048,Pax1,chr2,147364993,147375048,0.011327105,0.589719018,18503,20p11.2,5075,PAX1
A730017L22Rik/chr2:130872540-130906396,A730017L22Rik,chr2,130872540,130906396,0.011330425,1.250395129,NA,NA,NA,NA
Gpd2/chr2:57237677-57370719,Gpd2,chr2,57237677,57370719,0.011363029,0.905997202,14571,2q24.1,2820,GPD2
Ncoa2/chr1:13139158-13374083,Ncoa2,chr1,13139158,13374083,0.011378233,1.060386338,17978,8q13.3,10499,NCOA2
Hdac11/chr6:91156814-91174683,Hdac11,chr6,91156814,91174683,0.011406623,0.887345567,232232,3p25.1,79885,HDAC11
Tmem170b/chr13:41606215-41641357,Tmem170b,chr13,41606215,41641357,0.011411054,1.228852302,621976,6,100113407,TMEM170B
Evi5/chr5:107744794-107875107,Evi5,chr5,107744794,107875107,0.011429366,1.075941493,14020,1p22.1,7813,EVI5
Fxyd7/chr7:31042514-31051454,Fxyd7,chr7,31042514,31051454,0.011479237,0.889435685,57780,19q13.12,53822,FXYD7
Hmgn5/chrX:109004536-109013380,Hmgn5,chrX,109004536,109013380,0.011512404,1.304903635,50887,Xq13.3,79366,HMGN5
Synpo/chr18:60593989-60624305,Synpo,chr18,60593989,60624305,0.011525792,0.864940517,104027,5q33.1,11346,SYNPO
Skap2/chr6:51859164-52012549,Skap2,chr6,51859164,52012549,0.011555034,1.198110406,54353,7p15.2,8935,SKAP2
2310022A10Rik/chr7:27553294-27582098,2310022A10Rik,chr7,27553294,27582098,0.011565425,0.910141763,NA,NA,NA,NA
Tmem106b/chr6:13069758-13089269,Tmem106b,chr6,13069758,13089269,0.011580557,1.132217052,71900,7p21.3,54664,TMEM106B
Arid5b/chr10:68095592-68278726,Arid5b,chr10,68095592,68278726,0.011608642,0.78616718,71371,10q21.2,84159,ARID5B
Snap23/chr2:120567670-120600722,Snap23,chr2,120567670,120600722,0.011615662,1.318713249,20619,15q14,8773,SNAP23
Krcc1/chr6:71272018-71285319,Krcc1,chr6,71272018,71285319,0.011636919,1.161873286,57896,2p11.2,51315,KRCC1
Col4a3bp/chr13:96542734-96640167,Col4a3bp,chr13,96542734,96640167,0.011639028,1.152116725,68018,5q13.3,10087,COL4A3BP
Magel2/chr7:62376978-62381640,Magel2,chr7,62376978,62381640,0.011683751,0.657751441,27385,15q11-q12,54551,MAGEL2
Epha6/chr16:59653482-60605531,Epha6,chr16,59653482,60605531,0.011717531,0.790179283,13840,3q11.2,285220,EPHA6
Odz1/chrX:42532392-43274786,Odz1,chrX,42532392,43274786,0.011722357,0.846237089,NA,NA,NA,NA
Dlg3/chrX:100767722-100818410,Dlg3,chrX,100767722,100818410,0.011776388,0.935179563,53310,Xq13.1,1741,DLG3
Gpcpd1/chr2:132529082-132578248,Gpcpd1,chr2,132529082,132578248,0.011811728,1.129252977,74182,20p12.3,56261,GPCPD1
B630005N14Rik/chr6:13625674-13677966,B630005N14Rik,chr6,13625674,13677966,0.011840649,1.189980492,101148,7q31.1,154743,C7orf60
Rap1b/chr10:117814596-117845974,Rap1b,chr10,117814596,117845974,0.011851548,1.120412136,215449,12q14,5908,RAP1B
Slc24a4/chr12:102129418-102266749,Slc24a4,chr12,102129418,102266749,0.011855721,0.899678933,238384,14q32.12,123041,SLC24A4
0610010B08Rik/chr2:175192004-176636319,0610010B08Rik,chr2,175192004,176636319,0.011857822,1.158879657,NA,NA,NA,NA
Ccdc120/chrX:7731713-7741324,Ccdc120,chrX,7731713,7741324,0.011861401,0.865298002,54648,Xp11.23,90060,CCDC120
Ppp1r3g/chr13:35967905-35970388,Ppp1r3g,chr13,35967905,35970388,0.01188561,0.743638715,76487,6,648791,PPP1R3G
Ptbp2/chr3:119718741-119783388,Ptbp2,chr3,119718741,119783388,0.011890797,1.111348364,56195,1p21.3,58155,PTBP2
Hyal2/chr9:107569162-107572778,Hyal2,chr9,107569162,107572778,0.011913933,0.846454185,15587,3p21.3,8692,HYAL2
Aebp2/chr6:140622662-140677418,Aebp2,chr6,140622662,140677418,0.011920338,1.126391116,11569,12p12.3,121536,AEBP2
BC024978/chr7:27195780-27204320,BC024978,chr7,27195780,27204320,0.011981303,1.1559712,414069,19q13.2,284325,C19orf54
Lrrtm3/chr10:63928496-64090255,Lrrtm3,chr10,63928496,64090255,0.01199675,1.120197027,216028,10q21.3,347731,LRRTM3
