geneInfo,gene,Chr,Start,Stop,pvalsReciprocal,naturalLogBeta_Reciprocal,Mouse.EntrezGene.ID,Human.Chr,Human.EntrezGene.ID,Human.Symbol
Fbxo27/chr7:28692848-28699337,Fbxo27,chr7,28692848,28699337,0.03073374,0.086471552,233040,19q13.2,126433,FBXO27
Pacrg/chr17:10403011-10840191,Pacrg,chr17,10403011,10840191,0.030737721,-0.154837872,69310,6q26,135138,PACRG
Akap8l/chr17:32321423-32350577,Akap8l,chr17,32321423,32350577,0.030773624,0.095154203,54194,19p13.12,26993,AKAP8L
Hs6st1/chr1:36068399-36106446,Hs6st1,chr1,36068399,36106446,0.0308678,-0.0622879,50785,2q21,9394,HS6ST1
Zfp454/chr11:50872722-50887443,Zfp454,chr11,50872722,50887443,0.030922659,-0.131772421,237758,5q35.3,285676,ZNF454
Tfdp1/chr8:13339673-13377702,Tfdp1,chr8,13339673,13377702,0.03093567,-0.028641752,21781,13q34,7027,TFDP1
Ccdc78/chr17:25786579-25790513,Ccdc78,chr17,25786579,25790513,0.031031831,0.169263709,381077,16p13.3,124093,CCDC78
Xlr3a/chrX:73086292-73097095,Xlr3a,chrX,73086292,73097095,0.031035633,0.84960241,NA,NA,NA,NA
Fndc3b/chr3:27416161-27710439,Fndc3b,chr3,27416161,27710439,0.031068411,-0.110896582,72007,3q26.31,64778,FNDC3B
Lss/chr10:76531626-76553934,Lss,chr10,76531626,76553934,0.031090486,0.065591116,16987,21q22.3,4047,LSS
Sox7/chr14:63943705-63950732,Sox7,chr14,63943705,63950732,0.031100236,-0.262989692,20680,8p22,83595,SOX7
Prkrir/chr7:98703362-98718061,Prkrir,chr7,98703362,98718061,0.031131426,-0.067115596,72981,11q13.5,5612,PRKRIR
Aif1l/chr2:31950302-31973442,Aif1l,chr2,31950302,31973442,0.031143994,0.106541799,108897,9q34.13-q34.3,83543,AIF1L
Erc2/chr14:27622441-28478537,Erc2,chr14,27622441,28478537,0.031179133,-0.06031027,238988,3p14.3,26059,ERC2
Clca2/chr3:144796558-144819494,Clca2,chr3,144796558,144819494,0.031263915,0.335188594,NA,NA,NA,NA
Hmox1/chr8:75093617-75100593,Hmox1,chr8,75093617,75100593,0.031295484,0.096544839,15368,22q13.1,3162,HMOX1
Sult1a1/chr7:126672869-126676357,Sult1a1,chr7,126672869,126676357,0.031323267,0.345780175,20887,16p12.1,6817,SULT1A1
Pcdha12/chr18:37020229-37187657,Pcdha12,chr18,37020229,37187657,0.031328473,-0.060657024,192164,5q31,56136,PCDHA13
Rab3c/chr13:110054186-110280206,Rab3c,chr13,110054186,110280206,0.031333681,-0.078175405,67295,5q13,115827,RAB3C
Bhlha9/chr11:76672469-76673676,Bhlha9,chr11,76672469,76673676,0.031432466,0.25402694,320522,17p13.3,727857,BHLHA9
Ergic1/chr17:26561511-26656933,Ergic1,chr17,26561511,26656933,0.031488474,-0.067244424,67458,5q35.1,57222,ERGIC1
Stard10/chr7:101321318-101346312,Stard10,chr7,101321318,101346312,0.031516076,0.12697771,56018,11q13,10809,STARD10
Aldh3b1/chr19:3913490-3929716,Aldh3b1,chr19,3913490,3929716,0.031543473,0.102813961,67689,11q13,221,ALDH3B1
Dgat2l6/chrX:100524837-100546108,Dgat2l6,chrX,100524837,100546108,0.031574496,0.253705305,668257,Xq13.1,347516,DGAT2L6
Gtdc1/chr2:44564421-44861622,Gtdc1,chr2,44564421,44861622,0.031634609,-0.077208129,227835,2q22.3,79712,GTDC1
D630003M21Rik/chr2:158182532-158229222,D630003M21Rik,chr2,158182532,158229222,0.031654317,0.148833413,228846,20q11.23,85449,KIAA1755
Sertad4/chr1:192844487-192855752,Sertad4,chr1,192844487,192855752,0.031771893,-0.134850307,214791,1q32.1-q41,56256,SERTAD4
Ap2b1/chr11:83302696-83405033,Ap2b1,chr11,83302696,83405033,0.031811502,-0.038489764,71770,17q11.2-q12,163,AP2B1
Nr2f2/chr7:70351949-70366746,Nr2f2,chr7,70351949,70366746,0.03191734,-0.125500225,11819,15q26,7026,NR2F2
1810029B16Rik/chr8:66476345-66486507,1810029B16Rik,chr8,66476345,66486507,0.031936123,0.09786338,NA,NA,NA,NA
Arrdc3/chr13:80883421-80896043,Arrdc3,chr13,80883421,80896043,0.031949229,0.088765729,105171,5q14.3,57561,ARRDC3
Slmap/chr14:26413174-26533740,Slmap,chr14,26413174,26533740,0.031987649,-0.072458363,83997,3p21.2-p14.3,7871,SLMAP
Asap1/chr15:64088538-64382919,Asap1,chr15,64088538,64382919,0.032036555,-0.073787844,13196,8q24.1-q24.2,50807,ASAP1
Asap3/chr4:136206364-136246573,Asap3,chr4,136206364,136246573,0.032097631,0.269447141,230837,1p36.12,55616,ASAP3
Capn11/chr17:45630203-45659309,Capn11,chr17,45630203,45659309,0.032115949,-0.594437908,268958,6p12,11131,CAPN11
Pfn1/chr11:70651846-70654650,Pfn1,chr11,70651846,70654650,0.032142454,-0.052762813,18643,17p13.3,5216,PFN1
Arfrp1/chr2:181357689-181365404,Arfrp1,chr2,181357689,181365404,0.032218457,0.038360522,76688,20q13.3,10139,ARFRP1
Fam171a1/chr2:3118387-3227809,Fam171a1,chr2,3118387,3227809,0.032232715,-0.055142896,269233,10p13,221061,FAM171A1
Etv4/chr11:101769741-101785310,Etv4,chr11,101769741,101785310,0.032298726,-0.119471615,18612,17q21,2118,ETV4
Pik3r6/chr11:68503018-68552698,Pik3r6,chr11,68503018,68552698,0.032301191,0.125579653,104709,17p13.1,146850,PIK3R6
Metrnl/chr11:121702426-121717389,Metrnl,chr11,121702426,121717389,0.032304664,-0.111460927,210029,17q25.3,284207,METRNL
4930412F15Rik/chr4:43659621-43668859,4930412F15Rik,chr4,43659621,43668859,0.032352155,0.271327751,NA,NA,NA,NA
2810468N07Rik/chr17:25570810-25575043,2810468N07Rik,chr17,25570810,25575043,0.032359701,0.092400949,NA,NA,NA,NA
Nedd1/chr10:92684744-92722418,Nedd1,chr10,92684744,92722418,0.032414994,0.123014148,17997,12q23.1,121441,NEDD1
AI837181/chr19:5425143-5427316,AI837181,chr19,5425143,5427316,0.032461081,0.065668694,107242,11q13.1,83638,C11orf68
Slco4c1/chr1:96818783-96872171,Slco4c1,chr1,96818783,96872171,0.032474643,-0.196002123,227394,5q21.2,353189,SLCO4C1
Pcyt2/chr11:120610086-120617890,Pcyt2,chr11,120610086,120617890,0.032555105,0.064350729,68671,17q25.3,5833,PCYT2
Card6/chr15:5097438-5108533,Card6,chr15,5097438,5108533,0.032721,-0.15189429,239319,5p13.1,84674,CARD6
Mctp1/chr13:76384960-77031810,Mctp1,chr13,76384960,77031810,0.032728936,-0.135733885,78771,5q15,79772,MCTP1
9530052E02Rik/chr8:11007849-11054541,9530052E02Rik,chr8,11007849,11054541,0.032801196,0.21898002,NA,NA,NA,NA
AA987161/chr13:67589438-67609707,AA987161,chr13,67589438,67609707,0.032821692,-0.111457387,100416706,19p12,7644,ZNF91
Cmtm3/chr8:104340593-104347672,Cmtm3,chr8,104340593,104347672,0.032834535,0.205501459,68119,16q21,123920,CMTM3
4930513N10Rik/chr8:95806829-95821728,4930513N10Rik,chr8,95806829,95821728,0.032840826,0.321212636,NA,NA,NA,NA
Zbtb5/chr4:44991242-45012412,Zbtb5,chr4,44991242,45012412,0.032876619,0.07483912,230119,9p13.2,9925,ZBTB5
3110021N24Rik/chr4:108719648-108781904,3110021N24Rik,chr4,108719648,108781904,0.032919266,0.336200129,NA,NA,NA,NA
Klf10/chr15:38294412-38300707,Klf10,chr15,38294412,38300707,0.032938456,0.255248602,21847,8q22.2,7071,KLF10
Setd4/chr16:93583460-93603815,Setd4,chr16,93583460,93603815,0.032940958,0.071300813,224440,21q22.13,54093,SETD4
Taf12/chr4:132274374-132293330,Taf12,chr4,132274374,132293330,0.032964668,-0.086224097,66464,1p35.3,6883,TAF12
Myt1/chr2:181763331-181827775,Myt1,chr2,181763331,181827775,0.032971883,0.102001271,17932,20q13.33,4661,MYT1
Camk2d/chr3:126596972-126845054,Camk2d,chr3,126596972,126845054,0.033162753,-0.083173595,108058,4q26,817,CAMK2D
Qrfpr/chr3:36179425-36222275,Qrfpr,chr3,36179425,36222275,0.033246791,-0.211936821,229214,4q27,84109,QRFPR
Slc13a5/chr11:72241993-72266604,Slc13a5,chr11,72241993,72266604,0.033265954,-0.13215215,237831,17p13.1,284111,SLC13A5
Tpx2/chr2:152847963-152895321,Tpx2,chr2,152847963,152895321,0.033277462,0.140889569,72119,20q11.2,22974,TPX2
D5Ertd579e/chr5:36600488-36695969,D5Ertd579e,chr5,36600488,36695969,0.033375391,-0.056099079,320661,4p16.1,9778,KIAA0232
Lrrc59/chr11:94629823-94645216,Lrrc59,chr11,94629823,94645216,0.033386695,-0.043674338,98238,17q21.33,55379,LRRC59
Sgol1/chr17:53674786-53689315,Sgol1,chr17,53674786,53689315,0.033395757,-0.435673435,72415,3p24.3,151648,SGOL1
Sync/chr4:129287620-129308559,Sync,chr4,129287620,129308559,0.033407027,-0.413771594,68828,1p35.1,81493,SYNC
Syde1/chr10:78584502-78591964,Syde1,chr10,78584502,78591964,0.033408467,0.055968632,71709,19p13.12,85360,SYDE1
1700048O20Rik/chr9:121937274-121947016,1700048O20Rik,chr9,121937274,121947016,0.033411361,0.297047431,NA,NA,NA,NA
Efna5/chr17:62602956-62881317,Efna5,chr17,62602956,62881317,0.033501093,-0.082221701,13640,5q21,1946,EFNA5
Alg2/chr4:47469832-47474367,Alg2,chr4,47469832,47474367,0.033569923,-0.05136105,56737,9q22.33,85365,ALG2
Pcdhac2/chr18:37143968-37187657,Pcdhac2,chr18,37143968,37187657,0.033603045,-0.062715705,353237,5q31,56134,PCDHAC2
Fam60a/chr6:148921058-148946432,Fam60a,chr6,148921058,148946432,0.033643928,0.145614457,56306,12p11,58516,FAM60A
0610011F06Rik/chr17:25875499-25877163,0610011F06Rik,chr17,25875499,25877163,0.033646938,0.080253099,68347,16p13.3,84326,C16orf13
Kif16b/chr2:142618344-142901464,Kif16b,chr2,142618344,142901464,0.03365767,0.073794292,16558,20p11.23,55614,KIF16B
Spata5l1/chr2:122630624-122632704,Spata5l1,chr2,122630624,122632704,0.033711043,0.160579355,214616,15q21.1,79029,SPATA5L1
Gadl1/chr9:115909454-116076176,Gadl1,chr9,115909454,116076176,0.033713558,-0.336850665,73748,3p24.1-p23,339896,GADL1
Vmn2r85/chr10:130418260-130429612,Vmn2r85,chr10,130418260,130429612,0.033721596,0.196613584,NA,NA,NA,NA
Rlim/chrX:103957166-103981284,Rlim,chrX,103957166,103981284,0.033740793,-0.071145992,19820,Xq13-q21,51132,RLIM
Rpl37a/chr1:72711259-72713813,Rpl37a,chr1,72711259,72713813,0.033790517,0.168489624,19981,2q35,6168,RPL37A
Ccdc160/chrX:52791199-52799468,Ccdc160,chrX,52791199,52799468,0.033799665,-0.144141654,434778,Xq26.2,347475,CCDC160
Txnip/chr3:96557956-96561857,Txnip,chr3,96557956,96561857,0.033839683,0.196630937,56338,1q21.1,10628,TXNIP
Iqcg/chr16:33014269-33056186,Iqcg,chr16,33014269,33056186,0.033860466,0.089936482,69707,3q29,84223,IQCG
Pcid2/chr8:13077524-13105343,Pcid2,chr8,13077524,13105343,0.033899108,0.031642828,234069,13q34,55795,PCID2
2410137M14Rik/chr17:36977700-36981237,2410137M14Rik,chr17,36977700,36981237,0.034046259,0.406344265,NA,NA,NA,NA
Plekhh1/chr12:79029162-79081655,Plekhh1,chr12,79029162,79081655,0.03411495,0.09237177,211945,14q24.1,57475,PLEKHH1
Nts/chr10:102481755-102490418,Nts,chr10,102481755,102490418,0.034148923,-0.597801315,67405,12q21,4922,NTS
Map3k11/chr19:5689130-5702864,Map3k11,chr19,5689130,5702864,0.034216897,0.075585668,26403,11q13.1-q13.3,4296,MAP3K11
4930481A15Rik/chr19:5406873-5422847,4930481A15Rik,chr19,5406873,5422847,0.034395362,0.417428845,NA,NA,NA,NA
Erdr1/chrY:90785441-90816465,Erdr1,chrY,90785441,90816465,0.034425772,0.522942264,NA,NA,NA,NA
Hectd3/chr4:116995347-117005277,Hectd3,chr4,116995347,117005277,0.034504832,0.033440079,76608,1p34.1,79654,HECTD3
1110034G24Rik/chr2:132690282-132751055,1110034G24Rik,chr2,132690282,132751055,0.034605418,-0.081804305,73747,20p12.3,149840,C20orf196
Xlr3c/chrX:73254539-73265390,Xlr3c,chrX,73254539,73265390,0.034677171,0.871379557,NA,NA,NA,NA
Sorcs2/chr5:36017180-36398139,Sorcs2,chr5,36017180,36398139,0.034718938,-0.092069175,81840,4p16.1,57537,SORCS2
Wdr34/chr2:30031557-30048879,Wdr34,chr2,30031557,30048879,0.0347288,0.06535583,71820,9q34.11,89891,WDR34
Evi2a/chr11:79526560-79530609,Evi2a,chr11,79526560,79530609,0.034740955,0.102814238,14017,17q11.2,2123,EVI2A
C330027C09Rik/chr16:48994187-49019705,C330027C09Rik,chr16,48994187,49019705,0.03480484,0.143887934,224171,3q13.13,57650,KIAA1524
Ccdc90b/chr7:92561148-92582294,Ccdc90b,chr7,92561148,92582294,0.034833361,-0.075500653,66365,11q14.1,60492,CCDC90B
Dem1/chr4:120921201-120925005,Dem1,chr4,120921201,120925005,0.034858596,-0.119014149,NA,NA,NA,NA
CK137956/chr4:127927591-127970841,CK137956,chr4,127927591,127970841,0.034886053,0.260158952,635169,1p34.3,84970,C1orf94
Kif20b/chr19:34922357-34975731,Kif20b,chr19,34922357,34975731,0.035023945,0.276706762,240641,10q23.31,9585,KIF20B
Slc25a38/chr9:120110398-120124319,Slc25a38,chr9,120110398,120124319,0.035096603,0.070804061,208638,3p22.1,54977,SLC25A38
Dsc2/chr18:20030797-20059505,Dsc2,chr18,20030797,20059505,0.035172772,-0.298376407,13506,18q12.1,1824,DSC2
Sfxn1/chr13:54071844-54108345,Sfxn1,chr13,54071844,54108345,0.035176835,-0.036127251,14057,5q35.3,94081,SFXN1
Bhlhe40/chr6:108660628-108666925,Bhlhe40,chr6,108660628,108666925,0.035222706,0.229900698,20893,3p26,8553,BHLHE40
Prcp/chr7:92875252-92934581,Prcp,chr7,92875252,92934581,0.035515506,0.273313337,72461,11q14,5547,PRCP
Amdhd1/chr10:93523337-93540033,Amdhd1,chr10,93523337,93540033,0.035580872,-0.423459389,71761,12q23.1,144193,AMDHD1
Mbd5/chr2:48949507-49317069,Mbd5,chr2,48949507,49317069,0.035644672,-0.076024001,109241,2q23.1,55777,MBD5
Adamts15/chr9:30899154-30922452,Adamts15,chr9,30899154,30922452,0.035709734,-0.104120226,235130,11q25,170689,ADAMTS15
Sobp/chr10:43002499-43174530,Sobp,chr10,43002499,43174530,0.035740365,-0.052656439,109205,6q21,55084,SOBP
Flcn/chr11:59791750-59809773,Flcn,chr11,59791750,59809773,0.035813204,0.070863687,216805,17p11.2,201163,FLCN
Trabd/chr15:89076063-89087075,Trabd,chr15,89076063,89087075,0.035822619,0.055957808,67976,22q13.33,80305,TRABD
Erv3/chr2:131853677-131859747,Erv3,chr2,131853677,131859747,0.035949084,0.151434154,NA,NA,NA,NA
0610040B10Rik/chr5:143329307-143332704,0610040B10Rik,chr5,143329307,143332704,0.035960656,-0.221015904,NA,NA,NA,NA
B4galt7/chr13:55600110-55609954,B4galt7,chr13,55600110,55609954,0.036011237,0.064493853,218271,5q35.2-q35.3,11285,B4GALT7
Itga4/chr2:79255425-79333114,Itga4,chr2,79255425,79333114,0.036159488,-0.140969364,16401,2q31.3,3676,ITGA4
Nos1/chr5:117867118-117953813,Nos1,chr5,117867118,117953813,0.036209194,-0.115373068,18125,12q24.2-q24.31,4842,NOS1
Rybp/chr6:100228564-100287358,Rybp,chr6,100228564,100287358,0.036307276,-0.057560267,56353,3p13,23429,RYBP
Usp34/chr11:23306894-23490560,Usp34,chr11,23306894,23490560,0.036309202,-0.042382881,17847,2p15,9736,USP34
Zfp763/chr17:33016863-33033381,Zfp763,chr17,33016863,33033381,0.036333058,-0.078582082,NA,NA,NA,NA
Klc4/chr17:46630630-46645144,Klc4,chr17,46630630,46645144,0.036333231,0.067456841,74764,6p21.1,89953,KLC4
Fmn1/chr2:113327735-113716767,Fmn1,chr2,113327735,113716767,0.036358167,0.091164219,14260,15q13.3,342184,FMN1
Trip10/chr17:57249450-57263697,Trip10,chr17,57249450,57263697,0.036368985,-0.095368075,106628,19p13.3,9322,TRIP10
Nefm/chr14:68119544-68125004,Nefm,chr14,68119544,68125004,0.036455675,-0.089231951,18040,8p21,4741,NEFM
Accn1/chr11:80880164-81968396,Accn1,chr11,80880164,81968396,0.03660166,-0.073154092,NA,NA,NA,NA
Fgf10/chr13:118714698-118792573,Fgf10,chr13,118714698,118792573,0.036687658,0.132958232,14165,5p13-p12,2255,FGF10
Ccl12/chr11:82101844-82103399,Ccl12,chr11,82101844,82103399,0.036688269,-0.392584605,NA,NA,NA,NA
Gm11974/chr11:6525590-6528760,Gm11974,chr11,6525590,6528760,0.036794274,0.099800046,NA,NA,NA,NA
Ildr1/chr16:36694037-36726741,Ildr1,chr16,36694037,36726741,0.036820196,-0.408973899,106347,3q13.33,286676,ILDR1
2810410L24Rik/chr11:120186649-120189856,2810410L24Rik,chr11,120186649,120189856,0.036906599,-0.117042332,NA,NA,NA,NA
Rps6ka3/chrX:159256119-159363485,Rps6ka3,chrX,159256119,159363485,0.036953258,-0.081272111,110651,Xp22.2-p22.1,6197,RPS6KA3
Cry2/chr2:92403646-92434069,Cry2,chr2,92403646,92434069,0.036967234,0.079105764,12953,11p11.2,1408,CRY2
Osbpl3/chr6:50293326-50456170,Osbpl3,chr6,50293326,50456170,0.037065729,-0.131603985,71720,7p15,26031,OSBPL3
4921515J06Rik/chr3:108940083-108960776,4921515J06Rik,chr3,108940083,108960776,0.037092881,0.34382156,NA,NA,NA,NA
Zfp758/chr17:22361452-22377281,Zfp758,chr17,22361452,22377281,0.037203963,0.236284613,NA,NA,NA,NA
Esr1/chr10:4612045-5003761,Esr1,chr10,4612045,5003761,0.037231385,-0.181505507,13982,6q25.1,2099,ESR1
Bcl6b/chr11:70224126-70229798,Bcl6b,chr11,70224126,70229798,0.037232823,0.202950862,12029,17p13.1,255877,BCL6B
Fert2/chr17:63896017-64139496,Fert2,chr17,63896017,64139496,0.037354963,-0.062864773,NA,NA,NA,NA
1110038D17Rik/chr10:75506813-75517322,1110038D17Rik,chr10,75506813,75517322,0.037401789,-0.07626737,NA,NA,NA,NA
Ly75/chr2:60293759-60383231,Ly75,chr2,60293759,60383231,0.03746052,0.187787192,17076,2q24,4065,LY75
Rtn4rl1/chr11:75193992-75267762,Rtn4rl1,chr11,75193992,75267762,0.037564524,-0.072382139,237847,17p13.3,146760,RTN4RL1
Litaf/chr16:10959272-10993121,Litaf,chr16,10959272,10993121,0.03763901,0.079985378,56722,16p13.13,9516,LITAF
Pcp4/chr16:96467605-96525793,Pcp4,chr16,96467605,96525793,0.037711803,-0.080211669,18546,21q22.2,5121,PCP4
D19Bwg1357e/chr19:27388701-27429820,D19Bwg1357e,chr19,27388701,27429820,0.037745956,-0.052784461,52874,9p24.2,9933,KIAA0020
Mmp19/chr10:128790909-128800824,Mmp19,chr10,128790909,128800824,0.037892787,-0.267767394,58223,12q14,4327,MMP19
Tfap2a/chr13:40715674-40733823,Tfap2a,chr13,40715674,40733823,0.037949739,0.120480744,21418,6p24,7020,TFAP2A
Calr3/chr8:72424182-72443778,Calr3,chr8,72424182,72443778,0.038023853,0.208666842,73316,19p13.11,125972,CALR3
1700028K03Rik/chr5:107534710-107551542,1700028K03Rik,chr5,107534710,107551542,0.038056192,-0.282495253,76421,1p22.1,388649,C1orf146
Prdm4/chr10:85891967-85916945,Prdm4,chr10,85891967,85916945,0.038076755,-0.049514896,72843,12q23-q24.1,11108,PRDM4
Grpr/chrX:163513903-163549647,Grpr,chrX,163513903,163549647,0.03813634,-0.420315762,14829,Xp22.2,2925,GRPR
Npy1r/chr8:66697421-66706798,Npy1r,chr8,66697421,66706798,0.038168207,-0.104443367,18166,4q31.3-q32,4886,NPY1R
Pank4/chr4:154964132-154980938,Pank4,chr4,154964132,154980938,0.038173702,0.054803595,269614,1p36.32,55229,PANK4
Gtpbp5/chr2:180070592-180085902,Gtpbp5,chr2,180070592,180085902,0.038201776,0.048031548,52856,20q13.33,26164,GTPBP5
Tmco5/chr2:116878690-116892500,Tmco5,chr2,116878690,116892500,0.038217828,-0.444473175,67356,15q14,145942,TMCO5A
Zfp365/chr10:67886104-67912662,Zfp365,chr10,67886104,67912662,0.03829227,0.080155606,216049,10q21.2,22891,ZNF365
Ddhd2/chr8:25725323-25754280,Ddhd2,chr8,25725323,25754280,0.038387078,-0.060327589,72108,8p11.23,23259,DDHD2
Carkd/chr8:11497505-11513286,Carkd,chr8,11497505,11513286,0.038414949,0.056742944,69225,13q34,55739,CARKD
Chrnb3/chr8:27368710-27399730,Chrnb3,chr8,27368710,27399730,0.038448126,0.147038785,108043,8p11.2,1142,CHRNB3
C130039O16Rik/chr12:84149173-84218881,C130039O16Rik,chr12,84149173,84218881,0.038626517,0.131848082,NA,NA,NA,NA
Pfkfb1/chrX:150589920-150643860,Pfkfb1,chrX,150589920,150643860,0.038632146,0.312829325,18639,Xp11.21,5207,PFKFB1
C030016D13Rik/chr19:27430036-27432631,C030016D13Rik,chr19,27430036,27432631,0.038743765,0.259400218,NA,NA,NA,NA
Atp8a2/chr14:59647740-60086834,Atp8a2,chr14,59647740,60086834,0.038792892,-0.097778005,50769,13q12,51761,ATP8A2
Adat3/chr10:80602879-80607654,Adat3,chr10,80602879,80607654,0.038825367,0.144120917,100113398,19p13.3,113179,ADAT3
Tiam1/chr16:89787110-89974699,Tiam1,chr16,89787110,89974699,0.039028597,-0.07752931,21844,21q22.11,7074,TIAM1
2010110P09Rik/chr7:122219495-122222539,2010110P09Rik,chr7,122219495,122222539,0.039033617,0.293155231,NA,NA,NA,NA
Abca8b/chr11:109933405-109995816,Abca8b,chr11,109933405,109995816,0.039050467,0.096620395,27404,17q24,10351,ABCA8
Apex2/chrX:150571506-150588149,Apex2,chrX,150571506,150588149,0.03908974,-0.107356682,77622,Xp11.21,27301,APEX2
Ankrd16/chr2:11777752-11790323,Ankrd16,chr2,11777752,11790323,0.039173473,0.06810562,320816,10p15.1,54522,ANKRD16
Gm1568/chr12:80755446-80760715,Gm1568,chr12,80755446,80760715,0.039250761,-0.121122181,NA,NA,NA,NA
Pex19/chr1:172126754-172136497,Pex19,chr1,172126754,172136497,0.039294311,-0.032172163,19298,1q23.2,5824,PEX19
Stim2/chr5:53998522-54121057,Stim2,chr5,53998522,54121057,0.039336236,-0.082587203,116873,4p15.2,57620,STIM2
Rad23a/chr8:84834651-84840641,Rad23a,chr8,84834651,84840641,0.039412336,0.040032161,19358,19p13.2,5886,RAD23A
A2m/chr6:121636172-121679238,A2m,chr6,121636172,121679238,0.039423172,0.369030982,232345,12p13.31,2,A2M
9430020K01Rik/chr18:4634928-4682869,9430020K01Rik,chr18,4634928,4682869,0.039723162,-0.074569513,240185,10p11.23,57608,KIAA1462
Fstl1/chr16:37777054-37836516,Fstl1,chr16,37777054,37836516,0.039728091,-0.094415533,14314,3q13.33,11167,FSTL1
C1qtnf5/chr9:44101769-44109187,C1qtnf5,chr9,44101769,44109187,0.039780666,0.16206067,235312,11q23.3,114902,C1QTNF5
Mfrp/chr9:44101769-44109187,Mfrp,chr9,44101769,44109187,0.039780666,0.16206067,259172,11q23,83552,MFRP
Ddo/chr10:40630010-40649931,Ddo,chr10,40630010,40649931,0.039840733,0.259548576,70503,6q21,8528,DDO
Blm/chr7:80454992-80535119,Blm,chr7,80454992,80535119,0.039948534,0.156985606,12144,15q26.1,641,BLM
Srm/chr4:148591512-148594619,Srm,chr4,148591512,148594619,0.039969941,-0.063445363,20810,1p36-p22,6723,SRM
Zfp341/chr2:154613367-154646817,Zfp341,chr2,154613367,154646817,0.040001609,-0.099899684,228807,20q11.22,84905,ZNF341
Nxph1/chr6:8950018-9248578,Nxph1,chr6,8950018,9248578,0.040032503,-0.066568942,18231,7p22,30010,NXPH1
Stxbp6/chr12:44852485-45074483,Stxbp6,chr12,44852485,45074483,0.040078527,0.072074255,217517,14q12,29091,STXBP6
Ccnj/chr19:40831278-40848570,Ccnj,chr19,40831278,40848570,0.040147524,-0.09472648,240665,10q23.33,54619,CCNJ
Irf6/chr1:193153111-193172035,Irf6,chr1,193153111,193172035,0.040171284,-0.118113405,54139,1q32.3-q41,3664,IRF6
Polg/chr7:79449382-79466273,Polg,chr7,79449382,79466273,0.040221315,0.036309708,18975,15q25,5428,POLG
Ap1g1/chr8:109778639-109864208,Ap1g1,chr8,109778639,109864208,0.040234784,-0.042122278,11765,16q23,164,AP1G1
Acer2/chr4:86874413-86920881,Acer2,chr4,86874413,86920881,0.040292713,0.401425429,230379,9p22.1,340485,ACER2
Usp36/chr11:118259652-118290244,Usp36,chr11,118259652,118290244,0.040308991,0.056992166,72344,17q25.3,57602,USP36
4930570G19Rik/chr3:156546752-156561746,4930570G19Rik,chr3,156546752,156561746,0.040355224,-0.197880109,NA,NA,NA,NA
Fahd1/chr17:24848895-24850302,Fahd1,chr17,24848895,24850302,0.040375566,0.079341876,68636,16p13.3,81889,FAHD1
Arhgap6/chrX:168795098-169304435,Arhgap6,chrX,168795098,169304435,0.040504525,-0.21057387,11856,Xp22.3,395,ARHGAP6
Zfp1/chr8:111643442-111671011,Zfp1,chr8,111643442,111671011,0.04050497,-0.07389646,22640,16q23.1,162239,ZFP1
Gckr/chr5:31297580-31327302,Gckr,chr5,31297580,31327302,0.040617876,0.271235992,231103,2p23,2646,GCKR
Il12rb1/chr8:70808448-70821423,Il12rb1,chr8,70808448,70821423,0.040628173,0.228107846,16161,19p13.1,3594,IL12RB1
Neto1/chr18:86394951-86501897,Neto1,chr18,86394951,86501897,0.04065832,-0.072109785,246317,18q22.2,81832,NETO1
Clec4a3/chr6:122952514-122969878,Clec4a3,chr6,122952514,122969878,0.040685095,-0.305610231,NA,NA,NA,NA
Smoc2/chr17:14279505-14404790,Smoc2,chr17,14279505,14404790,0.040695112,-0.162791325,64074,6q27,64094,SMOC2
