Symbol,GeneName,ProbeName,RefSeq,FC,RP rank
C5orf13,chromosome 5 open reading frame 13,A_32_P98423,NM_004772,0.87,1813
AK125038,,A_32_P167471,b,1.09,1814
TLN2,talin 2,A_24_P347566,NM_015059,0.88,1815
SLC20A1,"solute carrier family 20 (phosphate transporter), member 1",A_23_P165657,NM_005415,1.13,1816
SEL1L,sel-1 suppressor of lin-12-like (C. elegans),A_24_P219114,NM_005065,0.88,1817
THC2314822,,A_32_P125402,hc,0.90,1818
C10orf137,chromosome 10 open reading frame 137,A_23_P435697,NM_015608,0.88,1819
GlyBP,"glycine-, glutamate-, thienylcyclohexylpiperidine-binding protein",A_23_P200047,NM_014704,1.11,1820
BF378046,,A_32_P104469,b,0.89,1821
LOC201164,similar to CG12314 gene product,A_23_P360626,NM_178836,1.12,1822
MT1H,metallothionein 1H,A_23_P163782,NM_005951,0.88,1823
CR936791,,A_23_P423074,b,0.91,1824
BRMS1L,breast cancer metastasis-suppressor 1-like,A_24_P56484,NM_032352,0.88,1825
HK2,hexokinase 2,A_32_P175739,NM_000189,1.12,1826
CPNE5,copine V,A_23_P360804,NM_020939,0.88,1827
INPP4B,"inositol polyphosphate-4-phosphatase, type II, 105kDa",A_23_P18559,NM_003866,NA,1828
FPGT,fucose-1-phosphate guanylyltransferase,A_23_P200030,NM_003838,1.12,1829
RAB11B,"RAB11B, member RAS oncogene family",A_23_P67748,NM_004218,0.89,1830
LOC90624,hypothetical protein LOC90624,A_32_P211141,b,1.11,1831
BID,BH3 interacting domain death agonist,A_23_P154929,NM_197966,1.12,1832
ENST00000317931,,A_23_P326474,ns,1.12,1833
NPAL3,NIPA-like domain containing 3,A_24_P45367,NM_020448,1.12,1834
CDC40,cell division cycle 40 homolog (yeast),A_23_P351320,NM_015891,1.12,1835
GJB2,"gap junction protein, beta 2, 26kDa (connexin 26)",A_23_P204941,NM_004004,NA,1836
THC2380706,,A_24_P214556,hc,NA,1837
MGC45871,hypothetical protein MGC45871,A_24_P299318,b,1.11,1838
AMSH-LP,associated molecule with the SH3 domain of STAM (AMSH) like protein,A_23_P385322,NM_020799,1.12,1839
APLP2,amyloid beta (A4) precursor-like protein 2,A_23_P202939,NM_001642,1.13,1840
ATAD3B,"ATPase family, AAA domain containing 3B",A_23_P74688,NM_031921,0.88,1841
MAP3K2,mitogen-activated protein kinase kinase kinase 2,A_23_P313645,NM_006609,0.88,1842
BC073929,,A_32_P199263,b,1.07,1843
KIAA1618,KIAA1618,A_24_P350124,NM_020954,0.88,1844
ENST00000357623,,A_23_P386030,ns,NA,1845
THC2374505,,A_24_P38316,hc,NA,1846
C1orf61,chromosome 1 open reading frame 61,A_32_P138032,NM_006365,1.13,1847
LOC442421,"similar to prostaglandin E receptor 4, subtype EP4; PGE receptor, EP4 subtype; prostaglandin E2 receptor",A_23_P43549,b,0.88,1848
ARPC3,"actin related protein 2/3 complex, subunit 3, 21kDa",A_24_P167473,NM_005719,0.89,1849
CA976180,,A_23_P203702,b,0.88,1850
AB040974,,A_24_P940218,b,1.11,1851
BC048201,,A_32_P134427,b,1.12,1852
TLK1,tousled-like kinase 1,A_24_P282762,NM_012290,0.88,1853
IFI44L,interferon-induced protein 44-like,A_23_P45871,NM_006820,0.87,1854
BHLHB3,"basic helix-loop-helix domain containing, class B, 3",A_23_P139500,NM_030762,1.00,1855
A_24_P143653,,A_24_P143653,0,0.89,1856
AJ294733,,A_24_P24371,b,0.92,1857
THC2340365,,A_32_P232682,hc,0.88,1858
CTBP1,C-terminal binding protein 1,A_23_P41292,NM_001012614,0.88,1859
TMEM50B,transmembrane protein 50B,A_23_P57304,NM_006134,0.88,1860
THC2368014,,A_24_P307375,hc,0.93,1861
LMLN,leishmanolysin-like (metallopeptidase M8 family),A_23_P43786,b,1.12,1862
FAM31B,"family with sequence similarity 31, member B",A_23_P201605,NM_144977,1.13,1863
AI345640,,A_32_P119154,b,1.11,1864
CLEC2B,"C-type lectin domain family 2, member B",A_24_P201702,NM_005127,1.01,1865
WDR57,WD repeat domain 57 (U5 snRNP specific),A_24_P419309,NM_004814,0.90,1866
APBB1IP,"amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein",A_23_P12549,NM_019043,1.12,1867
LDLRAP1,low density lipoprotein receptor adaptor protein 1,A_32_P216548,NM_015627,0.88,1868
ACAT2,acetyl-Coenzyme A acetyltransferase 2 (acetoacetyl Coenzyme A thiolase),A_23_P383835,NM_005891,1.12,1869
KIAA1608,KIAA1608,A_23_P43557,NM_024820,0.88,1870
THC2372563,,A_32_P90695,hc,1.12,1871
SMAD1,"SMAD, mothers against DPP homolog 1 (Drosophila)",A_23_P212870,NM_005900,0.87,1872
MLF1,myeloid leukemia factor 1,A_23_P419947,NM_022443,1.12,1873
BF238843,,A_32_P125917,b,1.13,1874
PHLDA3,"pleckstrin homology-like domain, family A, member 3",A_23_P62959,NM_012396,0.88,1875
IL1R2,"interleukin 1 receptor, type II",A_24_P63019,NM_004633,NA,1876
THC2443137,,A_32_P43914,hc,1.05,1877
THC2339389,,A_32_P73507,hc,0.89,1878
GMPPB,GDP-mannose pyrophosphorylase B,A_23_P92202,NM_021971,0.88,1879
CXCL14,chemokine (C-X-C motif) ligand 14,A_23_P213745,NM_004887,NA,1880
NEK6,NIMA (never in mitosis gene a)-related kinase 6,A_23_P216920,NM_014397,1.13,1881
RGS10,regulator of G-protein signalling 10,A_23_P138717,NM_001005339,1.12,1882
A_32_P132169,,A_32_P132169,0,0.89,1883
FUT4,"fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)",A_23_P12965,NM_002033,0.87,1884
HMGA2,high mobility group AT-hook 2,A_24_P85099,NM_003483,1.12,1885
GPR125,G protein-coupled receptor 125,A_23_P158925,NM_145290,0.94,1886
BC040596,,A_32_P79313,b,NA,1887
LDOC1L,"leucine zipper, down-regulated in cancer 1-like",A_24_P96474,NM_032287,1.11,1888
TOX,thymus high mobility group box protein TOX,A_23_P123413,NM_014729,1.06,1889
THC2450504,,A_32_P188093,hc,1.13,1890
THC2431882,,A_32_P12065,hc,1.11,1891
IRF2BP1,interferon regulatory factor 2 binding protein 1,A_23_P90211,NM_015649,0.88,1892
THC2403644,,A_32_P108203,hc,1.11,1893
CSNK1A1,"casein kinase 1, alpha 1",A_24_P183292,NM_001025105,0.89,1894
FGF9,fibroblast growth factor 9 (glia-activating factor),A_23_P105803,NM_002010,0.88,1895
SH3BP5,SH3-domain binding protein 5 (BTK-associated),A_23_P143964,NM_004844,1.11,1896
CD80,"CD80 antigen (CD28 antigen ligand 1, B7-1 antigen)",A_23_P155632,NM_005191,1.12,1897
CYP2B6,"cytochrome P450, family 2, subfamily B, polypeptide 6",A_23_P208373,NM_000767,1.09,1898
GBP2,"guanylate binding protein 2, interferon-inducible",A_23_P85693,NM_004120,1.09,1899
AK124946,,A_24_P270424,b,1.12,1900
C21orf7,chromosome 21 open reading frame 7,A_23_P57277,NM_020152,NA,1901
RAB38,"RAB38, member RAS oncogene family",A_23_P161563,NM_022337,0.88,1902
THC2382362,,A_24_P617818,hc,NA,1903
GPR68,G protein-coupled receptor 68,A_24_P931443,b,0.88,1904
KLHL13,kelch-like 13 (Drosophila),A_23_P159974,NM_033495,1.07,1905
EFNA1,ephrin-A1,A_23_P254512,NM_004428,0.90,1906
IL6ST,"interleukin 6 signal transducer (gp130, oncostatin M receptor)",A_23_P502470,NM_002184,0.87,1907
CA311129,,A_32_P47265,b,NA,1908
LOC221362,hypothetical protein LOC221362,A_24_P500422,b,0.89,1909
FLJ90586,hypothetical protein FLJ90586,A_23_P42909,NM_153345,NA,1910
CAMK4,calcium/calmodulin-dependent protein kinase IV,A_23_P250347,NM_001744,1.11,1911
BX091259,,A_32_P100326,b,1.12,1912
ATAD3A,"ATPase family, AAA domain containing 3A",A_23_P201357,NM_018188,0.88,1913
DHRS2,dehydrogenase/reductase (SDR family) member 2,A_23_P321501,NM_182908,1.13,1914
ANXA2P3,annexin A2 pseudogene 3,A_24_P323114,NR_001446,0.89,1915
PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4",A_24_P362904,NM_004567,1.12,1916
PPIL2,peptidylprolyl isomerase (cyclophilin)-like 2,A_23_P432512,NM_148175,0.88,1917
THC2280799,,A_32_P3932,hc,NA,1918
EMILIN2,elastin microfibril interfacer 2,A_23_P27315,NM_032048,1.09,1919
NFIX,nuclear factor I/X (CCAAT-binding transcription factor),A_23_P165295,NM_002501,NA,1920
CCND1,cyclin D1 (PRAD1: parathyroid adenomatosis 1),A_23_P202837,NM_053056,1.13,1921
HLA-DPA1,"major histocompatibility complex, class II, DP alpha 1",A_24_P243528,NM_033554,1.11,1922
AA743218,,A_32_P215691,b,1.11,1923
DFNA5,"deafness, autosomal dominant 5",A_23_P82449,NM_004403,1.10,1924
IPP,intracisternal A particle-promoted polypeptide,A_23_P9662,NM_005897,1.11,1925
RP11-311P8.3,hypothetical protein MGC23937 similar to CG4798,A_24_P185986,NM_145052,1.12,1926
STARD8,START domain containing 8,A_23_P387630,NM_014725,0.89,1927
KRAS,v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog,A_23_P306507,NM_033360,0.88,1928
PECI,"peroxisomal D3,D2-enoyl-CoA isomerase",A_23_P156852,NM_206836,1.12,1929
SLC7A7,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7",A_23_P99642,NM_003982,0.89,1930
BAK1,BCL2-antagonist/killer 1,A_23_P145357,NM_001188,0.88,1931
THC2303868,,A_23_P3602,hc,1.11,1932
HLA-DPB1,"major histocompatibility complex, class II, DP beta 1",A_24_P166443,NM_002121,1.11,1933
AK021443,,A_32_P200934,b,1.12,1934
C7orf19,chromosome 7 open reading frame 19,A_24_P329353,NM_032831,0.88,1935
M87790,,A_23_P43979,b,0.87,1936
DKFZP564J102,DKFZP564J102 protein,A_23_P416965,NM_015398,0.88,1937
PORIMIN,pro-oncosis receptor inducing membrane injury gene,A_23_P202964,NM_052932,1.13,1938
CD69,"CD69 antigen (p60, early T-cell activation antigen)",A_23_P87879,NM_001781,0.87,1939
TMCC1,transmembrane and coiled-coil domain family 1,A_32_P41065,NM_001017395,1.11,1940
C8orf34,chromosome 8 open reading frame 34,A_24_P16678,b,1.11,1941
THC2269654,,A_24_P927537,hc,1.12,1942
EPN2,epsin 2,A_23_P89310,NM_014964,1.12,1943
A_24_P281264,,A_24_P281264,0,1.09,1944
GADD45B,"growth arrest and DNA-damage-inducible, beta",A_24_P239606,NM_015675,1.12,1945
RNF141,ring finger protein 141,A_24_P372625,NM_016422,1.12,1946
C1GALT1,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1",A_23_P252145,NM_020156,0.88,1947
AVPI1,arginine vasopressin-induced 1,A_23_P1492,NM_021732,0.88,1948
LY75,lymphocyte antigen 75,A_23_P334173,NM_002349,1.12,1949
KCTD10,potassium channel tetramerisation domain containing 10,A_24_P39101,NM_031954,1.12,1950
A_32_P213948,,A_32_P213948,0,1.12,1951
MAN1A1,"mannosidase, alpha, class 1A, member 1",A_23_P156431,NM_005907,0.88,1952
TMPRSS12,"transmembrane protease, serine 12",A_32_P44534,NM_182559,0.89,1953
ENST00000322032,,A_23_P61042,ns,0.94,1954
F7,coagulation factor VII (serum prothrombin conversion accelerator),A_23_P117298,NM_000131,1.07,1955
ZNF447,zinc finger protein 447,A_23_P55682,NM_023926,1.07,1956
GBP3,guanylate binding protein 3,A_24_P370702,NM_018284,0.88,1957
ARNTL2,aryl hydrocarbon receptor nuclear translocator-like 2,A_23_P76145,b,0.90,1958
PMS2L3,postmeiotic segregation increased 2-like 3,A_23_P59630,NM_005395,1.12,1959
EMP3,epithelial membrane protein 3,A_23_P119362,NM_001425,0.88,1960
CKLF,chemokine-like factor,A_24_P215804,NM_016951,1.13,1961
LRRC8D,"leucine rich repeat containing 8 family, member D",A_23_P97365,NM_018103,0.88,1962
DKFZp761N1114,hypothetical protein DKFZp761N1114,A_24_P51115,NM_181644,1.11,1963
GYG,glycogenin,A_23_P384517,NM_004130,0.89,1964
MOBKL2B,"MOB1, Mps One Binder kinase activator-like 2B (yeast)",A_24_P32085,NM_024761,0.88,1965
CDCP1,CUB domain containing protein 1,A_23_P113613,NM_022842,NA,1966
THC2391820,,A_32_P1516,hc,1.12,1967
EXOSC6,exosome component 6,A_23_P100413,NM_058219,0.91,1968
RALGPS2,Ral GEF with PH domain and SH3 binding motif 2,A_24_P173746,NM_152663,NA,1969
AK131396,,A_24_P801197,b,0.89,1970
DAZL,deleted in azoospermia-like,A_23_P212105,NM_001351,1.13,1971
CHI3L2,chitinase 3-like 2,A_23_P12082,NM_004000,0.97,1972
ADAM19,a disintegrin and metalloproteinase domain 19 (meltrin beta),A_23_P81369,NM_023038,1.12,1973
C1orf56,chromosome 1 open reading frame 56,A_24_P234116,NM_017860,1.11,1974
A_23_P156609,,A_23_P156609,0,0.89,1975
BM720538,,A_32_P49552,b,1.13,1976
CATSPER2,"cation channel, sperm associated 2",A_23_P88489,NM_172095,1.10,1977
A_24_P307046,,A_24_P307046,0,0.88,1978
AMOTL1,angiomotin like 1,A_23_P138796,NM_130847,0.88,1979
FEM1A,fem-1 homolog a (C.elegans),A_24_P219920,NM_018708,0.89,1980
THC2282735,,A_23_P47396,hc,1.10,1981
MAP1A,microtubule-associated protein 1A,A_23_P163455,NM_002373,1.11,1982
SLC16A14,"solute carrier family 16 (monocarboxylic acid transporters), member 14",A_23_P131394,NM_152527,1.12,1983
PPP3CA,"protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (calcineurin A alpha)",A_23_P92623,NM_000944,0.86,1984
SLC2A6,"solute carrier family 2 (facilitated glucose transporter), member 6",A_23_P169249,NM_017585,0.88,1985
A_32_P15887,,A_32_P15887,0,0.88,1986
MBTPS1,"membrane-bound transcription factor protease, site 1",A_23_P14948,NM_003791,0.88,1987
ENST00000340049,,A_24_P367421,ns,1.11,1988
THC2338129,,A_24_P710681,hc,0.87,1989
ASRGL1,asparaginase like 1,A_23_P203392,NM_025080,0.88,1990
C3orf18,chromosome 3 open reading frame 18,A_23_P155477,NM_016210,1.12,1991
AA292106,,A_32_P57717,b,1.11,1992
C2orf3,chromosome 2 open reading frame 3,A_23_P120062,NM_003203,1.12,1993
TMEM64,transmembrane protein 64,A_24_P171058,b,0.89,1994
TTLL3,"tubulin tyrosine ligase-like family, member 3",A_24_P917492,b,0.89,1995
GM88,88-kDa golgi protein,A_32_P2392,NM_181076,1.12,1996
CABYR,calcium binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2),A_23_P314712,NM_012189,1.11,1997
BI061130,,A_32_P120818,b,NA,1998
PYGB,"phosphorylase, glycogen; brain",A_23_P331670,NM_002862,0.88,1999
APXL2,apical protein 2,A_23_P404902,b,1.11,2000
LRRC47,leucine rich repeat containing 47,A_24_P19662,NM_020710,0.91,2001
CKLF,chemokine-like factor,A_23_P206396,NM_016951,1.12,2002
H1F0,"H1 histone family, member 0",A_23_P29257,NM_005318,0.91,2003
37499,septin 1,A_23_P21057,NM_052838,0.89,2004
A_32_P233713,,A_32_P233713,0,0.89,2005
PER3,period homolog 3 (Drosophila),A_24_P291231,NM_016831,0.90,2006
CDW92,CDW92 antigen,A_23_P411806,NM_022109,0.88,2007
LST1,leukocyte specific transcript 1,A_24_P94916,NM_007161,1.10,2008
KIAA1950,KIAA1950 protein,A_24_P383649,NM_133463,0.88,2009
AK123333,,A_32_P53234,b,0.88,2010
MCM8,MCM8 minichromosome maintenance deficient 8 (S. cerevisiae),A_24_P305556,NM_182802,0.90,2011
CD36,"CD36 antigen (collagen type I receptor, thrombospondin receptor)",A_23_P111583,NM_001001547,NA,2012
TPM1,tropomyosin 1 (alpha),A_32_P89709,NM_001018004,NA,2013
CNNM4,cyclin M4,A_23_P119923,NM_020184,1.12,2014
C20orf23,chromosome 20 open reading frame 23,A_23_P17503,NM_024704,0.89,2015
GZMB,"granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)",A_23_P117602,NM_004131,1.12,2016
WIPI-2,WIPI49-like protein 2,A_24_P326175,NM_015610,1.11,2017
MYO1G,myosin IG,A_24_P206343,NM_033054,0.90,2018
LMO3,LIM domain only 3 (rhombotin-like 2),A_24_P381441,NM_018640,NA,2019
ERO1LB,ERO1-like beta (S. cerevisiae),A_23_P347618,NM_019891,1.12,2020
THC2378360,,A_32_P19460,hc,0.89,2021
BF575617,,A_32_P30489,b,0.86,2022
HES1,"hairy and enhancer of split 1, (Drosophila)",A_23_P17998,NM_005524,1.08,2023
ZBP1,Z-DNA binding protein 1,A_24_P395966,NM_030776,0.88,2024
S100A11,S100 calcium binding protein A11 (calgizzarin),A_23_P126593,NM_005620,0.88,2025
AK3L2,adenylate kinase 3-like 2,A_23_P200524,NM_001002921,1.06,2026
BCAS3,breast carcinoma amplified sequence 3,A_23_P153070,NM_017679,0.88,2027
BE926212,,A_24_P578437,b,1.11,2028
HS3ST1,heparan sulfate (glucosamine) 3-O-sulfotransferase 1,A_23_P121657,NM_005114,0.89,2029
AV692191,,A_32_P166921,b,1.11,2030
LRRC34,leucine rich repeat containing 34,A_23_P41194,NM_153353,1.10,2031
MAP3K6,mitogen-activated protein kinase kinase kinase 6,A_24_P145653,NM_004672,0.90,2032
ZNF644,zinc finger protein 644,A_24_P238402,NM_201269,0.90,2033
RSNL2,restin-like 2,A_23_P209232,NM_024692,1.11,2034
USP37,ubiquitin specific protease 37,A_24_P15114,NM_020935,1.09,2035
UPF3B,UPF3 regulator of nonsense transcripts homolog B (yeast),A_23_P45409,NM_080632,1.11,2036
ENST00000312412,,A_24_P690235,ns,1.12,2037
RCP9,calcitonin gene-related peptide-receptor component protein,A_23_P134573,b,0.89,2038
ME3,"malic enzyme 3, NADP(+)-dependent, mitochondrial",A_23_P116614,NM_001014811,1.11,2039
ALPK1,alpha-kinase 1,A_23_P133142,NM_025144,1.12,2040
GIT2,G protein-coupled receptor kinase interactor 2,A_23_P204436,NM_139201,1.12,2041
A_24_P365349,,A_24_P365349,0,NA,2042
STC2,stanniocalcin 2,A_23_P416395,NM_003714,1.06,2043
AK074776,,A_32_P91186,b,1.10,2044
DNAJC3,"DnaJ (Hsp40) homolog, subfamily C, member 3",A_23_P36962,NM_006260,0.88,2045
LOC285708,hypothetical protein LOC285708,A_32_P162880,b,1.11,2046
LRRC18,leucine rich repeat containing 18,A_23_P35494,b,1.10,2047
ANKRD18A,ankyrin repeat domain 18A,A_32_P101490,b,NA,2048
EEF2,eukaryotic translation elongation factor 2,A_24_P87763,NM_001961,0.90,2049
A_24_P281395,,A_24_P281395,0,0.92,2050
NUDT9P1,nudix (nucleoside diphosphate linked moiety X)-type motif 9 pseudogene 1,A_32_P40463,b,1.13,2051
RGS16,regulator of G-protein signalling 16,A_23_P320578,NM_002928,1.12,2052
C9orf53,chromosome 9 open reading frame 53,A_23_P307502,b,1.11,2053
CYP3A4,"cytochrome P450, family 3, subfamily A, polypeptide 4",A_24_P389251,NM_017460,NA,2054
AFG3L1,AFG3 ATPase family gene 3-like 1 (yeast),A_23_P355289,NM_001132,0.90,2055
FLJ23861,hypothetical protein FLJ23861,A_23_P400373,NM_152519,0.88,2056
RAD23B,RAD23 homolog B (S. cerevisiae),A_24_P406664,NM_002874,0.89,2057
DKFZP564D166,putative ankyrin-repeat containing protein,A_24_P361480,b,1.07,2058
LOC90624,hypothetical protein LOC90624,A_24_P256603,b,1.10,2059
SCOTIN,scotin,A_23_P212475,NM_016479,0.88,2060
ZC3H6,zinc finger CCCH-type containing 6,A_32_P46510,b,1.12,2061
ZNF608,zinc finger protein 608,A_23_P169978,NM_020747,NA,2062
A_32_P171348,,A_32_P171348,0,1.07,2063
THC2377230,,A_23_P72448,hc,0.88,2064
A_32_P61708,,A_32_P61708,0,NA,2065
LOC153222,adult retina protein,A_23_P404606,NM_153607,1.11,2066
SCIN,scinderin,A_23_P157136,NM_033128,NA,2067
SLC25A4,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4",A_24_P206047,NM_001151,0.88,2068
SOLH,small optic lobes homolog (Drosophila),A_24_P928639,b,1.10,2069
SKI,v-ski sarcoma viral oncogene homolog (avian),A_23_P325631,NM_003036,0.89,2070
YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",A_32_P233860,NM_145690,0.89,2071
THC2283809,,A_32_P165363,hc,0.89,2072
SELS,selenoprotein S,A_24_P912889,NM_203472,0.89,2073
A_24_P700170,,A_24_P700170,0,0.90,2074
PTPN18,"protein tyrosine phosphatase, non-receptor type 18 (brain-derived)",A_24_P80135,NM_014369,1.12,2075
SYTL1,synaptotagmin-like 1,A_32_P217773,NM_032872,0.89,2076
ENST00000311990,,A_23_P377245,ns,1.11,2077
C7orf19,chromosome 7 open reading frame 19,A_23_P70915,NM_032831,0.88,2078
BE091362,,A_32_P132276,b,1.11,2079
PLS1,plastin 1 (I isoform),A_23_P211909,NM_002670,NA,2080
CMKLR1,chemokine-like receptor 1,A_23_P105465,NM_004072,NA,2081
PHLDA2,"pleckstrin homology-like domain, family A, member 2",A_23_P47614,NM_003311,0.89,2082
BG028463,,A_32_P226768,b,1.12,2083
SMAD1,"SMAD, mothers against DPP homolog 1 (Drosophila)",A_24_P71938,NM_005900,0.89,2084
THC2386267,,A_32_P120726,hc,1.12,2085
STAP2,signal-transducing adaptor protein-2,A_23_P382188,NM_001013841,0.88,2086
RABGEF1,RAB guanine nucleotide exchange factor (GEF) 1,A_24_P337746,NM_014504,1.12,2087
TMSB10,"thymosin, beta 10",A_23_P68106,NM_021103,0.88,2088
LOC57146,promethin,A_23_P206899,NM_020422,0.89,2089
CASP7,"caspase 7, apoptosis-related cysteine protease",A_23_P12572,NM_033339,1.11,2090
A_24_P796274,,A_24_P796274,0,0.88,2091
CA13,carbonic anhydrase XIII,A_23_P381714,NM_198584,0.88,2092
RBMS3,"RNA binding motif, single stranded interacting protein",A_23_P10995,NM_014483,NA,2093
A_23_P141785,,A_23_P141785,0,1.07,2094
CASC5,cancer susceptibility candidate 5,A_24_P940678,b,1.09,2095
AD7C-NTP,neuronal thread protein AD7c-NTP,A_23_P148858,b,1.09,2096
GFI1,growth factor independent 1,A_23_P257365,NM_005263,0.88,2097
ATF5,activating transcription factor 5,A_23_P119337,NM_012068,1.10,2098
TPM2,tropomyosin 2 (beta),A_23_P216501,NM_213674,0.90,2099
ABHD6,abhydrolase domain containing 6,A_23_P211850,NM_020676,1.12,2100
ZNF469,zinc finger protein 469,A_32_P116556,b,0.88,2101
DDIT4L,DNA-damage-inducible transcript 4-like,A_23_P302672,NM_145244,NA,2102
SEPP1,"selenoprotein P, plasma, 1",A_23_P121926,NM_005410,0.89,2103
SPAG9,sperm associated antigen 9,A_23_P356041,NM_172345,NA,2104
ENST00000284483,,A_24_P350576,ns,1.12,2105
MXI1,MAX interactor 1,A_23_P161399,NM_130439,1.11,2106
THC2322443,,A_32_P11969,hc,1.11,2107
LPIN2,lipin 2,A_24_P301557,NM_014646,1.12,2108
AK098534,,A_32_P38313,b,1.11,2109
GPR157,G protein-coupled receptor 157,A_24_P757255,b,NA,2110
BX118690,,A_32_P110604,b,1.11,2111
LMO7,LIM domain 7,A_23_P205159,NM_005358,1.12,2112
THC2280003,,A_32_P198584,hc,1.11,2113
TRAF1,TNF receptor-associated factor 1,A_23_P216970,NM_005658,1.12,2114
TXNDC3,thioredoxin domain containing 3 (spermatozoa),A_23_P259611,NM_016616,1.08,2115
SLC12A7,"solute carrier family 12 (potassium/chloride transporters), member 7",A_23_P61688,NM_006598,1.03,2116
LOC283345,RPL13-2 pseudogene,A_23_P48080,XR_000220,1.11,2117
PFN2,profilin 2,A_23_P253301,NM_053024,1.09,2118
LOC342892,hypothetical protein LOC342892,A_24_P450596,b,1.11,2119
THC2440162,,A_32_P220700,hc,1.13,2120
ENST00000309979,,A_24_P85365,ns,1.12,2121
THC2407068,,A_32_P65804,hc,1.12,2122
THC2340489,,A_32_P57213,hc,NA,2123
LMCD1,LIM and cysteine-rich domains 1,A_23_P6771,NM_014583,1.09,2124
TAF2,"TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa",A_24_P16892,NM_003184,1.11,2125
A_32_P181107,,A_32_P181107,0,1.11,2126
AW467174,,A_32_P181131,b,1.11,2127
BF347758,,A_24_P747419,b,NA,2128
TRA2A,transformer-2 alpha,A_23_P31389,NM_013293,1.04,2129
BU686376,,A_32_P80338,b,NA,2130
SPECC1,spectrin domain with coiled-coils 1,A_24_P943095,b,NA,2131
RBBP9,retinoblastoma binding protein 9,A_23_P257538,NM_006606,1.11,2132
LOC147645,hypothetical protein LOC147645,A_23_P101246,b,1.11,2133
ZCCHC7,"zinc finger, CCHC domain containing 7",A_24_P85026,NM_032226,1.11,2134
GNPDA2,glucosamine-6-phosphate deaminase 2,A_23_P144578,NM_138335,1.11,2135
B1,parathyroid hormone-responsive B1 gene,A_24_P366555,b,NA,2136
STK38L,serine/threonine kinase 38 like,A_24_P99046,NM_015000,1.12,2137
BC020859,,A_24_P630490,b,1.12,2138
IL1RN,interleukin 1 receptor antagonist,A_23_P209995,NM_173842,1.11,2139
S100A13,S100 calcium binding protein A13,A_23_P372874,NM_005979,1.08,2140
CR596214,,A_24_P303193,b,1.12,2141
FGF8,fibroblast growth factor 8 (androgen-induced),A_23_P46829,NM_033163,1.11,2142
CD370449,,A_32_P226869,b,1.11,2143
ASMT,acetylserotonin O-methyltransferase,A_23_P255535,NM_004043,1.06,2144
BM982926,,A_32_P155512,b,1.08,2145
CXorf53,chromosome X open reading frame 53,A_24_P144504,NM_001018055,1.11,2146
C18orf1,chromosome 18 open reading frame 1,A_23_P207939,NM_181482,1.11,2147
NUDT12,nudix (nucleoside diphosphate linked moiety X)-type motif 12,A_23_P259090,NM_031438,1.07,2148
OSBPL6,oxysterol binding protein-like 6,A_23_P108823,NM_032523,1.07,2149
A_23_P32583,,A_23_P32583,0,1.10,2150
TBC1D4,"TBC1 domain family, member 4",A_23_P88095,NM_014832,1.08,2151
HLA-DMB,"major histocompatibility complex, class II, DM beta",A_32_P351968,NM_002118,1.12,2152
AUTS2,autism susceptibility candidate 2,A_32_P809435,b,NA,2153
AV742170,,A_32_P40667,b,1.11,2154
AK2,adenylate kinase 2,A_24_P500891,NM_013411,1.11,2155
LOC131572,similar to MEST,A_24_P489649,XM_067448,NA,2156
KIAA0368,KIAA0368,A_23_P146431,b,1.11,2157
A_23_P136857,,A_23_P136857,0,1.08,2158
PRG1,"proteoglycan 1, secretory granule",A_23_P86653,NM_002727,1.11,2159
TCFL5,transcription factor-like 5 (basic helix-loop-helix),A_23_P143147,NM_006602,1.11,2160
NUPL1,nucleoporin like 1,A_23_P332439,b,1.11,2161
CMKLR1,chemokine-like receptor 1,A_23_P105461,NM_004072,1.11,2162
PHCA,"phytoceramidase, alkaline",A_24_P244420,NM_018367,1.08,2163
KCNE1,"potassium voltage-gated channel, Isk-related family, member 1",A_23_P154855,NM_000219,NA,2164
EPB41L4B,erythrocyte membrane protein band 4.1 like 4B,A_23_P216556,NM_018424,1.12,2165
DKFZp434O0213,hypothetical protein DKFZp434O0213,A_24_P387514,NM_182492,1.11,2166
VAPA,"VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa",A_23_P207957,NM_003574,1.11,2167
BCAT1,"branched chain aminotransferase 1, cytosolic",A_24_P52921,NM_005504,1.10,2168
LOC317671,LOC317671,A_23_P251647,NM_173362,1.11,2169
FER1L3,"fer-1-like 3, myoferlin (C. elegans)",A_23_P354387,NM_013451,1.10,2170
AF116619,,A_23_P32684,b,1.05,2171
