Symbol,GeneName,ProbeName,RefSeq,SAM rank
FLJ12584,melanoma/melanocyte specific protein KU-MEL-1,A_23_P209731,NM_025139,1730
ACSL1,acyl-CoA synthetase long-chain family member 1,A_23_P110212,NM_001995,1731
CR627122,,A_32_P165297,b,1732
SNRPA,small nuclear ribonucleoprotein polypeptide A,A_23_P164718,NM_004596,1733
MAP3K3,mitogen-activated protein kinase kinase kinase 3,A_23_P207138,NM_203351,1734
ADCY1,adenylate cyclase 1 (brain),A_24_P577694,NM_021116,1735
A_32_P133926,,A_32_P133926,,1736
THC2339144,,A_24_P406591,hc,1737
CR616551,,A_24_P618247,b,1738
KHK,ketohexokinase (fructokinase),A_23_P5845,NM_000221,1739
LOC440093,"similar to H3 histone, family 3B",A_32_P12214,NM_001013699,1740
AV735577,,A_32_P4532,b,1741
ZNF505,zinc finger protein 505,A_23_P158885,b,1742
MYH9,"myosin, heavy polypeptide 9, non-muscle",A_24_P408424,NM_002473,1743
BAG5,BCL2-associated athanogene 5,A_23_P37076,NM_001015049,1744
MRPS12,mitochondrial ribosomal protein S12,A_24_P569294,NM_021107,1745
ZNF14,zinc finger protein 14 (KOX 6),A_23_P101811,NM_021030,1746
RIPK5,receptor interacting protein kinase 5,A_23_P23894,NM_015375,1747
MYOZ1,myozenin 1,A_23_P1320,NM_021245,1748
STEAP1,six transmembrane epithelial antigen of the prostate 1,A_24_P406334,NM_012449,1749
SENP2,SUMO1/sentrin/SMT3 specific protease 2,A_32_P74712,NM_021627,1750
AK094407,,A_24_P170726,b,1751
S100A11,S100 calcium binding protein A11 (calgizzarin),A_23_P145863,NM_005620,1752
TCF2,"transcription factor 2, hepatic; LF-B3; variant hepatic nuclear factor",A_23_P207557,NM_006481,1753
MAN1A2,"mannosidase, alpha, class 1A, member 2",A_23_P103571,NM_006699,1754
ZC3H6,zinc finger CCCH-type containing 6,A_24_P826348,b,1755
LILRB5,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5",A_23_P164784,NM_006840,1756
AUH,AU RNA binding protein/enoyl-Coenzyme A hydratase,A_23_P20852,NM_001698,1757
THC2374165,,A_32_P221429,hc,1758
ATP6V0D1,"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d isoform 1",A_23_P54636,NM_004691,1759
SASH1,SAM and SH3 domain containing 1,A_23_P93442,NM_015278,1760
LIN7A,lin-7 homolog A (C. elegans),A_23_P99253,NM_004664,1761
CR625565,,A_23_P66158,b,1762
LOC164153,similar to RIKEN cDNA 4930522D07,A_32_P112910,NM_203412,1763
BC039457,,A_24_P368023,b,1764
FILIP1,filamin A interacting protein 1,A_23_P436369,NM_015687,1765
LMO4,LIM domain only 4,A_23_P380181,NM_006769,1766
G2,G2 protein,A_24_P727884,b,1767
SEC63,SEC63-like (S. cerevisiae),A_24_P402064,NM_007214,1768
BX116163,,A_32_P89997,b,1769
AP3S1,"adaptor-related protein complex 3, sigma 1 subunit",A_23_P69958,NM_001002924,1770
THC2407068,,A_32_P65804,hc,1771
LOC144983,heterogeneous nuclear ribonucleoprotein A1-like,A_32_P50924,NM_001011724,1772
TTMP,TPA-induced transmembrane protein,A_23_P58009,NM_024616,1773
JAM2,junctional adhesion molecule 2,A_23_P120667,NM_021219,1774
CR620977,,A_32_P405942,b,1775
FLT1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor),A_24_P42755,NM_002019,1776
DMXL1,Dmx-like 1,A_24_P101128,NM_005509,1777
NDUFB11,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa",A_23_P22765,NM_019056,1778
KRAS,v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog,A_23_P45140,NM_033360,1779
AK128476,,A_24_P92683,b,1780
ENST00000277860,,A_24_P263543,ns,1781
C18orf4,chromosome 18 open reading frame 4,A_23_P27265,NM_032160,1782
AK027250,,A_24_P921897,b,1783
THC2423311,,A_24_P118326,hc,1784
THC2435128,,A_32_P57453,hc,1785
SP100,nuclear antigen Sp100,A_23_P349928,NM_003113,1786
HS1BP3,HS1-binding protein 3,A_24_P139943,NM_022460,1787
CNKSR3,CNKSR family member 3,A_24_P66592,NM_173515,1788
A_24_P552987,,A_24_P552987,,1789
CDKN1C,"cyclin-dependent kinase inhibitor 1C (p57, Kip2)",A_23_P428129,NM_000076,1790
RPL26,ribosomal protein L26,A_32_P93782,NM_000987,1791
FBXL17,F-box and leucine-rich repeat protein 17,A_32_P137632,b,1792
IXL,intersex-like (Drosophila),A_24_P93887,NM_017592,1793
PARP6,"poly (ADP-ribose) polymerase family, member 6",A_23_P163258,NM_020214,1794
FKBP2,"FK506 binding protein 2, 13kDa",A_23_P161596,NM_004470,1795
D4ST1,dermatan 4 sulfotransferase 1,A_23_P106532,NM_130468,1796
LY75,lymphocyte antigen 75,A_23_P334173,NM_002349,1797
C10orf84,chromosome 10 open reading frame 84,A_23_P115743,NM_022063,1798
ATP13A1,ATPase type 13A1,A_23_P5163,NM_020410,1799
STRA6,stimulated by retinoic acid gene 6 homolog (mouse),A_23_P65779,NM_022369,1800
LASS6,LAG1 longevity assurance homolog 6 (S. cerevisiae),A_32_P5480,NM_203463,1801
FLJ40125,hypothetical protein FLJ40125,A_23_P141893,NM_178494,1802
A_24_P127621,,A_24_P127621,,1803
LOC391126,similar to 60S ribosomal protein L26,A_32_P190488,b,1804
SBF1,SET binding factor 1,A_23_P109606,NM_002972,1805
AK092875,,A_24_P823514,b,1806
LRP4,low density lipoprotein receptor-related protein 4,A_24_P403561,NM_002334,1807
SLC30A1,"solute carrier family 30 (zinc transporter), member 1",A_23_P23815,NM_021194,1808
GIMAP4,"GTPase, IMAP family member 4",A_24_P209455,NM_018326,1809
RPL23A,ribosomal protein L23a,A_24_P264106,NM_000984,1810
DDX24,DEAD (Asp-Glu-Ala-Asp) box polypeptide 24,A_24_P238878,NM_020414,1811
TICAM2,toll-like receptor adaptor molecule 2,A_32_P123088,NM_021649,1812
SRD5A2L,steroid 5 alpha-reductase 2-like,A_23_P121783,NM_024592,1813
C14orf35,chromosome 14 open reading frame 35,A_24_P66679,NM_001011713,1814
WDR45,WD repeat domain 45,A_23_P251717,NM_007075,1815
ZNF485,zinc finger protein 485,A_23_P115861,NM_145312,1816
DKFZp547E087,PI-3-kinase-related kinase SMG-1-like,A_24_P725891,b,1817
THC2385915,,A_32_P107935,hc,1818
CRSP6,"cofactor required for Sp1 transcriptional activation, subunit 6, 77kDa",A_24_P218587,NM_004268,1819
TAF1B,"TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa",A_23_P165891,NM_005680,1820
LU,Lutheran blood group (Auberger b antigen included),A_23_P55716,NM_005581,1821
RPS10,ribosomal protein S10,A_24_P418619,NM_001014,1822
AK057015,,A_24_P277511,b,1823
LOC388524,similar to Laminin receptor 1,A_23_P254415,NM_001005472,1824
AK055641,,A_24_P664995,b,1825
IRF1,interferon regulatory factor 1,A_23_P41765,NM_002198,1826
C21orf91,chromosome 21 open reading frame 91,A_24_P125839,NM_017447,1827
OSGEPL1,O-sialoglycoprotein endopeptidase-like 1,A_24_P302574,b,1828
KIAA1731,KIAA1731 protein,A_23_P313734,b,1829
ENST00000316577,,A_23_P105423,ns,1830
Z18824,,A_24_P204727,b,1831
SENP1,SUMO1/sentrin specific protease 1,A_23_P204536,NM_014554,1832
TAPBP,TAP binding protein (tapasin),A_23_P365719,NM_003190,1833
AI096653,,A_32_P233727,b,1834
ZCCHC7,"zinc finger, CCHC domain containing 7",A_24_P85026,NM_032226,1835
GLO1,glyoxalase I,A_23_P214411,NM_006708,1836
KIF2,kinesin heavy chain member 2,A_23_P254091,NM_004520,1837
APBB3,"amyloid beta (A4) precursor protein-binding, family B, member 3",A_23_P110445,NM_133175,1838
ISG20,interferon stimulated exonuclease gene 20kDa,A_23_P32404,NM_002201,1839
GPR18,G protein-coupled receptor 18,A_23_P14165,NM_005292,1840
BC022398,,A_24_P696924,b,1841
ANKRD12,ankyrin repeat domain 12,A_24_P179183,NM_015208,1842
YWHAE,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide",A_23_P72285,NM_006761,1843
CARHSP1,"calcium regulated heat stable protein 1, 24kDa",A_23_P38085,NM_014316,1844
CEACAM1,carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein),A_23_P434118,NM_001024912,1845
BGLAP,bone gamma-carboxyglutamate (gla) protein (osteocalcin),A_24_P336551,NM_199173,1846
BLM,Bloom syndrome,A_23_P88630,NM_000057,1847
SEC61B,Sec61 beta subunit,A_23_P135342,NM_006808,1848
ZNF584,zinc finger protein 584,A_23_P414964,NM_173548,1849
SMAD2,"SMAD, mothers against DPP homolog 2 (Drosophila)",A_32_P12580,b,1850
GRK5,G protein-coupled receptor kinase 5,A_23_P12884,NM_005308,1851
H3F3B,"H3 histone, family 3B (H3.3B)",A_24_P91035,NM_005324,1852
RGC32,response gene to complement 32,A_24_P10137,NM_014059,1853
CHL1,cell adhesion molecule with homology to L1CAM (close homolog of L1),A_24_P63178,NM_006614,1854
C9orf21,chromosome 9 open reading frame 21,A_24_P169343,NM_153698,1855
KIAA1919,KIAA1919,A_24_P240584,NM_153369,1856
PREPL,prolyl endopeptidase-like,A_24_P943193,b,1857
RAB20,"RAB20, member RAS oncogene family",A_24_P22050,NM_017817,1858
RHOV,"ras homolog gene family, member V",A_23_P424561,NM_133639,1859
FLJ21415,hypothetical protein FLJ21415,A_23_P13797,NM_024738,1860
ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",A_23_P56505,NM_000885,1861
SLC1A1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",A_24_P232252,NM_004170,1862
MYH6,"myosin, heavy polypeptide 6, cardiac muscle, alpha (cardiomyopathy, hypertrophic 1)",A_23_P37164,NM_002471,1863
KIAA1450,KIAA1450 protein,A_23_P400580,b,1864
WIPI-2,WIPI49-like protein 2,A_24_P326175,NM_015610,1865
APG5L,APG5 autophagy 5-like (S. cerevisiae),A_24_P175059,NM_004849,1866
TLR3,toll-like receptor 3,A_23_P29922,NM_003265,1867
SHC1,SHC (Src homology 2 domain containing) transforming protein 1,A_23_P200443,NM_003029,1868
AA599881,,A_32_P100379,b,1869
MGC8902,hypothetical protein MGC8902,A_32_P27020,NM_173638,1870
DDAH2,dimethylarginine dimethylaminohydrolase 2,A_23_P19482,NM_013974,1871
MKRN2,"makorin, ring finger protein, 2",A_23_P57807,NM_014160,1872
ILF3,"interleukin enhancer binding factor 3, 90kDa",A_23_P434944,NM_004516,1873
URP2,UNC-112 related protein 2,A_23_P64044,NM_178443,1874
RNU3IP2,"RNA, U3 small nucleolar interacting protein 2",A_23_P6802,NM_004704,1875
RASSF6,Ras association (RalGDS/AF-6) domain family 6,A_23_P302404,NM_201431,1876
THC2340365,,A_32_P232682,hc,1877
HIST1H2AM,"histone 1, H2am",A_32_P221799,NM_003514,1878
HLA-DOB,"major histocompatibility complex, class II, DO beta",A_23_P30736,NM_002120,1879
NARS,asparaginyl-tRNA synthetase,A_23_P101185,NM_004539,1880
THC2382759,,A_32_P177829,hc,1881
KIAA1641,KIAA1641,A_24_P324749,b,1882
RHOU,"ras homolog gene family, member U",A_24_P62530,NM_021205,1883
ANKRD13,ankyrin repeat domain 13,A_24_P307572,NM_033121,1884
ENST00000328281,,A_24_P135862,ns,1885
SLAMF9,SLAM family member 9,A_23_P96833,NM_033438,1886
CCT2,"chaperonin containing TCP1, subunit 2 (beta)",A_23_P105392,NM_006431,1887
VAC14,Vac14 homolog (S. cerevisiae),A_23_P77590,NM_018052,1888
D4S234E,DNA segment on chromosome 4 (unique) 234 expressed sequence,A_23_P371107,NM_014392,1889
TJAP1,tight junction associated protein 1 (peripheral),A_23_P81811,NM_080604,1890
HIST2H2AA,"histone 2, H2aa",A_23_P103981,NM_003516,1891
ENST00000360102,,A_32_P51988,ns,1892
NUP98,nucleoporin 98kDa,A_24_P141522,NM_016320,1893
NIPBL,Nipped-B homolog (Drosophila),A_24_P357688,NM_015384,1894
ENST00000297544,,A_24_P203658,ns,1895
FAM13A1,"family with sequence similarity 13, member A1",A_23_P370651,NM_014883,1896
FLJ38944,hypothetical protein FLJ38944,A_23_P368259,NM_152361,1897
LIMK1,LIM domain kinase 1,A_23_P215461,NM_002314,1898
PTPN23,"protein tyrosine phosphatase, non-receptor type 23",A_23_P212329,NM_015466,1899
THC2317093,,A_32_P30717,hc,1900
MGC16824,esophageal cancer associated protein,A_23_P37897,NM_020314,1901
FLJ32009,hypothetical protein FLJ32009,A_23_P52986,NM_152718,1902
TAF2,"TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa",A_24_P16892,NM_003184,1903
ENST00000319012,,A_24_P7181,ns,1904
CIT,"citron (rho-interacting, serine/threonine kinase 21)",A_23_P420551,NM_007174,1905
KIAA1191,KIAA1191 protein,A_23_P383910,NM_020444,1906
A_24_P401100,,A_24_P401100,,1907
ABCA5,"ATP-binding cassette, sub-family A (ABC1), member 5",A_23_P78018,NM_018672,1908
PSEN1,presenilin 1 (Alzheimer disease 3),A_23_P205686,NM_000021,1909
ABTB1,ankyrin repeat and BTB (POZ) domain containing 1,A_23_P109643,NM_172027,1910
SAMD9L,sterile alpha motif domain containing 9-like,A_23_P145874,NM_152703,1911
PHTF1,putative homeodomain transcription factor 1,A_23_P201179,NM_006608,1912
AK022045,,A_32_P10133,b,1913
ENC1,ectodermal-neural cortex (with BTB-like domain),A_24_P69095,NM_003633,1914
AK095564,,A_24_P912228,b,1915
CR625412,,A_32_P186027,b,1916
EPB41L1,erythrocyte membrane protein band 4.1-like 1,A_23_P154806,NM_012156,1917
CR600305,,A_23_P5863,b,1918
FLJ32679,hypothetical protein FLJ32679,A_24_P264166,NM_001012452,1919
TMX2,thioredoxin-related transmembrane protein 2,A_23_P104942,NM_015959,1920
DCTD,dCMP deaminase,A_24_P345948,NM_001012732,1921
CDC25B,cell division cycle 25B,A_23_P210726,NM_021874,1922
RBM22,RNA binding motif protein 22,A_23_P92895,NM_018047,1923
RPL13,ribosomal protein L13,A_24_P142228,NM_033251,1924
AGTPBP1,ATP/GTP binding protein 1,A_23_P169278,NM_015239,1925
GVIN1,"GTPase, very large interferon inducible 1",A_23_P75848,b,1926
VAV2,vav 2 oncogene,A_24_P84419,NM_003371,1927
TBCD,tubulin-specific chaperone d,A_24_P169258,NM_005993,1928
LOC283767,FLJ40198 protein,A_24_P50972,b,1929
ISGF3G,"interferon-stimulated transcription factor 3, gamma 48kDa",A_23_P65442,NM_006084,1930
TRIM10,tripartite motif-containing 10,A_23_P420831,NM_052828,1931
RPL12,ribosomal protein L12,A_23_P217068,NM_000976,1932
A_32_P181339,,A_32_P181339,,1933
TRAF3IP1,TNF receptor-associated factor 3 interacting protein 1,A_32_P170003,b,1934
STK33,serine/threonine kinase 33,A_23_P127915,NM_030906,1935
MICAL2,"microtubule associated monoxygenase, calponin and LIM domain containing 2",A_23_P24843,NM_014632,1936
CTSB,cathepsin B,A_24_P397928,NM_147780,1937
BM930959,,A_32_P74831,b,1938
AK130644,,A_23_P106412,b,1939
UBC,ubiquitin C,A_24_P889720,NM_021009,1940
BC002811,,A_23_P310295,b,1941
AG1,AG1 protein,A_32_P149492,b,1942
STXBP2,syntaxin binding protein 2,A_24_P934487,NM_006949,1943
DOK3,docking protein 3,A_24_P937536,b,1944
CCR10,chemokine (C-C motif) receptor 10,A_23_P141367,NM_016602,1945
FLJ32731,hypothetical protein FLJ32731,A_23_P147950,b,1946
EHMT2,euchromatic histone-lysine N-methyltransferase 2,A_23_P214638,NM_006709,1947
DLG1,"discs, large homolog 1 (Drosophila)",A_24_P131752,b,1948
SIMP,source of immunodominant MHC-associated peptides,A_23_P434473,NM_178862,1949
FLJ12442,hypothetical protein FLJ12442,A_23_P44836,NM_022908,1950
C5orf13,chromosome 5 open reading frame 13,A_32_P98423,NM_004772,1951
TNNI1,"troponin I, skeletal, slow",A_23_P51565,NM_003281,1952
IL1R2,"interleukin 1 receptor, type II",A_24_P63019,NM_004633,1953
AK124953,,A_24_P649327,b,1954
ANKRD26,ankyrin repeat domain 26,A_24_P85511,b,1955
C7orf19,chromosome 7 open reading frame 19,A_24_P337867,NM_032831,1956
CA5BL,carbonic anhydrase VB-like,A_24_P136683,b,1957
AB063751,,A_23_P21249,b,1958
ENST00000297145,,A_24_P303647,ns,1959
THC2435579,,A_24_P686247,hc,1960
UCK2,uridine-cytidine kinase 2,A_23_P487,NM_012474,1961
KIAA1982,KIAA1982 protein,A_23_P335039,NM_133474,1962
PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",A_24_P261259,NM_004566,1963
A_24_P686243,,A_24_P686243,,1964
C1orf85,chromosome 1 open reading frame 85,A_23_P85893,NM_144580,1965
BBS5,Bardet-Biedl syndrome 5,A_24_P208452,NM_152384,1966
FLJ10534,hypothetical protein FLJ10534,A_24_P941336,NM_018128,1967
DMN,desmuslin,A_24_P104407,NM_145728,1968
CGRRF1,cell growth regulator with ring finger domain 1,A_23_P37283,NM_006568,1969
ARID1B,AT rich interactive domain 1B (SWI1-like),A_23_P70701,NM_017519,1970
ELL2,"elongation factor, RNA polymerase II, 2",A_23_P41645,NM_012081,1971
DLL3,delta-like 3 (Drosophila),A_24_P57047,NM_203486,1972
ENST00000360515,,A_23_P167767,ns,1973
THC2368590,,A_32_P40250,hc,1974
C21orf122,chromosome 21 open reading frame 122,A_23_P143514,b,1975
SLC34A2,"solute carrier family 34 (sodium phosphate), member 2",A_23_P121646,NM_006424,1976
PSMB1,"proteasome (prosome, macropain) subunit, beta type, 1",A_23_P156531,NM_002793,1977
FLJ23861,hypothetical protein FLJ23861,A_24_P32342,NM_152519,1978
CEP4,centrosomal protein 4,A_23_P212792,NM_025009,1979
THC2279466,,A_32_P115277,hc,1980
SSR2,"signal sequence receptor, beta (translocon-associated protein beta)",A_23_P126474,NM_003145,1981
AK027294,,A_24_P372189,b,1982
LPIN2,lipin 2,A_24_P301557,NM_014646,1983
THC2371705,,A_32_P107219,hc,1984
C1orf117,chromosome 1 open reading frame 117,A_24_P169073,NM_182623,1985
MTHFS,"5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)",A_23_P163380,NM_006441,1986
ENST00000310974,,A_23_P358628,ns,1987
RBBP9,retinoblastoma binding protein 9,A_23_P257538,NM_006606,1988
PGBD2,piggyBac transposable element derived 2,A_23_P334777,NM_170725,1989
ENST00000330910,,A_24_P110354,ns,1990
GJA10,"gap junction protein, alpha 10, 59kDa",A_23_P74828,NM_030772,1991
FLJ20619,hypothetical protein FLJ20619,A_24_P11436,NM_017904,1992
LOC388524,similar to Laminin receptor 1,A_32_P219657,NM_001005472,1993
HIST1H3H,"histone 1, H3h",A_23_P333484,NM_003536,1994
BQ049338,,A_32_P58215,b,1995
AK7,adenylate kinase 7,A_23_P105963,NM_152327,1996
C14orf145,chromosome 14 open reading frame 145,A_23_P430201,NM_152446,1997
SMAP-1,smooth muscle cell associated protein-1,A_24_P416097,NM_017979,1998
RAPGEF2,Rap guanine nucleotide exchange factor (GEF) 2,A_23_P133095,b,1999
ARMET,"arginine-rich, mutated in early stage tumors",A_23_P132793,NM_006010,2000
SRP54,signal recognition particle 54kDa,A_23_P162945,NM_003136,2001
TRPM3,"transient receptor potential cation channel, subfamily M, member 3",A_23_P114061,NM_001007471,2002
LRRFIP1,leucine rich repeat (in FLII) interacting protein 1,A_24_P316939,b,2003
CBFA2T3,"core-binding factor, runt domain, alpha subunit 2; translocated to, 3",A_23_P500741,NM_005187,2004
A_24_P365349,,A_24_P365349,,2005
THC2373083,,A_32_P81092,hc,2006
TNT,TNT protein,A_32_P77732,NM_182831,2007
SLC39A14,"solute carrier family 39 (zinc transporter), member 14",A_23_P59950,NM_015359,2008
NDUFA3,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa",A_23_P208540,NM_004542,2009
PA2G4,"proliferation-associated 2G4, 38kDa",A_24_P827491,NM_006191,2010
KIAA0676,KIAA0676 protein,A_23_P251611,NM_198868,2011
XPO5,exportin 5,A_23_P256855,NM_020750,2012
DGCR8,DiGeorge syndrome critical region gene 8,A_23_P211355,NM_022720,2013
A_32_P199506,,A_32_P199506,,2014
RABL5,"RAB, member RAS oncogene family-like 5",A_23_P31584,NM_022777,2015
EEF1D,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),A_23_P31833,NM_032378,2016
BG031574,,A_32_P134167,b,2017
ATAD3A,"ATPase family, AAA domain containing 3A",A_23_P201357,NM_018188,2018
DDR1,"discoidin domain receptor family, member 1",A_24_P123601,NM_013994,2019
THC2407115,,A_32_P163894,hc,2020
PSMA6,"proteasome (prosome, macropain) subunit, alpha type, 6",A_32_P43217,NM_002791,2021
ADRB2,"adrenergic, beta-2-, receptor, surface",A_23_P145024,NM_000024,2022
RPL26,ribosomal protein L26,A_23_P33045,NM_000987,2023
NFS1,NFS1 nitrogen fixation 1 (S. cerevisiae),A_23_P102842,NM_021100,2024
CDR2,"cerebellar degeneration-related protein 2, 62kDa",A_23_P14957,NM_001802,2025
GLI2,GLI-Kruppel family member GLI2,A_23_P209246,b,2026
C21orf63,chromosome 21 open reading frame 63,A_24_P649388,NM_058187,2027
A_24_P638608,,A_24_P638608,,2028
TRIP11,thyroid hormone receptor interactor 11,A_24_P282172,NM_004239,2029
FLJ20244,hypothetical protein FLJ20244,A_23_P16683,NM_017722,2030
LOC284361,hypothetical protein LOC284361,A_23_P208674,NM_175063,2031
THC2406182,,A_32_P202092,hc,2032
ILK,integrin-linked kinase,A_24_P406870,NM_001014795,2033
LOC147808,similar to zinc finger protein,A_24_P221424,NM_203374,2034
LOXL3,lysyl oxidase-like 3,A_24_P88763,NM_032603,2035
BG547557,,A_23_P384355,b,2036
THC2437037,,A_24_P647163,hc,2037
BASP1,"brain abundant, membrane attached signal protein 1",A_23_P213385,NM_006317,2038
ADAM17,"a disintegrin and metalloproteinase domain 17 (tumor necrosis factor, alpha, converting enzyme)",A_23_P143120,NM_003183,2039
TLR2,toll-like receptor 2,A_23_P92499,NM_003264,2040
RB1,retinoblastoma 1 (including osteosarcoma),A_24_P102636,NM_000321,2041
RPS8,ribosomal protein S8,A_23_P46182,NM_001012,2042
BM701156,,A_32_P171232,b,2043
ACP5,"acid phosphatase 5, tartrate resistant",A_23_P142075,NM_001611,2044
LDOC1L,"leucine zipper, down-regulated in cancer 1-like",A_23_P132365,NM_032287,2045
MGC14289,similar to RIKEN cDNA 1200014N16 gene,A_24_P923142,b,2046
RBPMS,RNA binding protein with multiple splicing,A_23_P71316,NM_001008712,2047
A_23_P156609,,A_23_P156609,,2048
LOC151963,similar to BcDNA:GH11415 gene product,A_23_P326963,NM_178496,2049
LCE3A,late cornified envelope 3A,A_23_P369471,NM_178431,2050
PARP4,"poly (ADP-ribose) polymerase family, member 4",A_32_P144342,NM_006437,2051
